Sensor,s_0
1573912800000,86.33333333333331
1573913100000,85.5
1573913400000,86.66666666666669
1573913700000,86.5
1573914000000,86.66666666666669
1573914300000,86.5
1573914600000,86.66666666666669
1573914900000,87.5
1573915200000,87.0
1573915500000,87.5
1573915800000,86.66666666666669
1573916100000,87.0
1573916400000,86.33333333333331
1573916700000,86.5
1573917000000,86.33333333333331
1573917300000,87.0
1573917600000,86.0
1573917900000,87.0
1573918200000,86.33333333333331
1573918500000,87.0
1573918800000,86.0
1573919100000,87.0
1573919400000,86.5
1573919700000,86.50308641975307
1573920000000,86.5061728395062
1573920300000,86.50925925925924
1573920600000,86.51234567901234
1573920900000,86.51543209876543
1573921200000,86.51851851851852
1573921500000,86.5216049382716
1573921800000,86.52469135802471
1573922100000,86.52777777777777
1573922400000,86.53086419753086
1573922700000,86.53395061728395
1573923000000,86.53703703703705
1573923300000,86.54012345679013
1573923600000,86.54320987654322
1573923900000,86.54629629629628
1573924200000,86.54938271604937
1573924500000,86.55246913580248
1573924800000,86.55555555555556
1573925100000,86.55864197530865
1573925400000,86.56172839506172
1573925700000,86.5648148148148
1573926000000,86.56790123456793
1573926300000,86.570987654321
1573926600000,86.57407407407408
1573926900000,86.57716049382715
1573927200000,86.58024691358023
1573927500000,86.58333333333331
1573927800000,86.58641975308642
1573928100000,86.5895061728395
1573928400000,86.5925925925926
1573928700000,86.5956790123457
1573929000000,86.59876543209877
1573929300000,86.60185185185185
1573929600000,86.60493827160494
1573929900000,86.60802469135805
1573930200000,86.61111111111113
1573930500000,86.6141975308642
1573930800000,86.61728395061728
1573931100000,86.62037037037035
1573931400000,86.62345679012344
1573931700000,86.62654320987656
1573932000000,86.62962962962965
1573932300000,86.63271604938272
1573932600000,86.6358024691358
1573932900000,86.63888888888887
1573933200000,86.64197530864195
1573933500000,86.64506172839506
1573933800000,86.64814814814815
1573934100000,86.65123456790123
1573934400000,86.6543209876543
1573934700000,86.6574074074074
1573935000000,86.6604938271605
1573935300000,86.66358024691358
1573935600000,86.66666666666669
1573935900000,86.66975308641977
1573936200000,86.67283950617285
1573936500000,86.67592592592592
1573936800000,86.679012345679
1573937100000,86.68209876543207
1573937400000,86.6851851851852
1573937700000,86.68827160493828
1573938000000,86.69135802469135
1573938300000,86.69444444444444
1573938600000,86.69753086419752
1573938900000,86.70061728395063
1573939200000,86.70370370370372
1573939500000,86.70679012345678
1573939800000,86.70987654320987
1573940100000,86.71296296296295
1573940400000,86.71604938271605
1573940700000,86.71913580246914
1573941000000,86.72222222222223
1573941300000,86.72530864197529
1573941600000,86.7283950617284
1573941900000,86.73148148148148
1573942200000,86.73456790123457
1573942500000,86.73765432098766
1573942800000,86.74074074074076
1573943100000,86.7438271604938
1573943400000,86.74691358024693
1573943700000,86.75
1573944000000,86.75308641975307
1573944300000,86.7561728395062
1573944600000,86.75925925925924
1573944900000,86.76234567901234
1573945200000,86.76543209876543
1573945500000,86.76851851851852
1573945800000,86.7716049382716
1573946100000,86.77469135802471
1573946400000,86.77777777777777
1573946700000,86.78086419753086
1573947000000,86.78395061728395
1573947300000,86.78703703703705
1573947600000,86.79012345679013
1573947900000,86.79320987654322
1573948200000,86.79629629629628
1573948500000,86.79938271604937
