Dataset,Size,Time type,Time Cost
CW-AIOps,70000,Data Feature Collection Time,3.416963577270508
CW-AIOps,70000,Insert Time,0.2828984260559082
CW-AIOps,80000,Data Feature Collection Time,3.91647998491923
CW-AIOps,80000,Insert Time,0.2986388206481933
CW-AIOps,90000,Data Feature Collection Time,4.453009684880574
CW-AIOps,90000,Insert Time,0.3666760921478271
CW-AIOps,100000,Data Feature Collection Time,4.954312642415364
CW-AIOps,100000,Insert Time,0.3623600006103515
CW-AIOps,10000,Data Feature Collection Time,0.5640065670013428
CW-AIOps,10000,Insert Time,0.1412532329559326
CW-AIOps,20000,Data Feature Collection Time,1.1342447598775227
CW-AIOps,20000,Insert Time,0.1741745471954345
CW-AIOps,30000,Data Feature Collection Time,1.69858717918396
CW-AIOps,30000,Insert Time,0.1885032653808593
CW-AIOps,40000,Data Feature Collection Time,2.250657320022583
CW-AIOps,40000,Insert Time,0.2085602283477783
CW-AIOps,50000,Data Feature Collection Time,2.8071905771891275
CW-AIOps,50000,Insert Time,0.2350313663482666
CW-AIOps,60000,Data Feature Collection Time,3.3428459962209067
CW-AIOps,60000,Insert Time,0.2589101791381836
CW-AIOps,70000,Data Feature Collection Time,3.907541275024414
CW-AIOps,70000,Insert Time,0.2858927249908447
CW-AIOps,80000,Data Feature Collection Time,4.446207443873088
CW-AIOps,80000,Insert Time,0.3096730709075928
CW-AIOps,90000,Data Feature Collection Time,4.954754908879598
CW-AIOps,90000,Insert Time,0.3308699131011963
CW-AIOps,100000,Data Feature Collection Time,5.504819234212239
CW-AIOps,100000,Insert Time,0.4239234924316406
CW-AIOps,10000,Data Feature Collection Time,0.5610097249348959
CW-AIOps,10000,Insert Time,0.1387174129486084
CW-AIOps,20000,Data Feature Collection Time,1.1402867635091145
CW-AIOps,20000,Insert Time,0.1681799888610839
CW-AIOps,30000,Data Feature Collection Time,1.6998956203460691
CW-AIOps,30000,Insert Time,0.1853396892547607
CW-AIOps,40000,Data Feature Collection Time,2.2826457818349204
CW-AIOps,40000,Insert Time,0.2112483978271484
CW-AIOps,50000,Data Feature Collection Time,2.87289031346639
CW-AIOps,50000,Insert Time,0.2366619110107422
CW-AIOps,60000,Data Feature Collection Time,3.416842063268026
CW-AIOps,60000,Insert Time,0.2641334533691406
CW-AIOps,70000,Data Feature Collection Time,3.9893741607666016
CW-AIOps,70000,Insert Time,0.2806215286254883
CW-AIOps,80000,Data Feature Collection Time,4.545817931493123
CW-AIOps,80000,Insert Time,0.3119146823883056
CW-AIOps,90000,Data Feature Collection Time,5.126376867294312
CW-AIOps,90000,Insert Time,0.3219170570373535
CW-AIOps,100000,Data Feature Collection Time,5.66927154858907
CW-AIOps,100000,Insert Time,0.3666203022003174
CW-AIOps,10000,Data Feature Collection Time,0.4659407933553059
CW-AIOps,10000,Insert Time,0.1372275352478027
CW-AIOps,20000,Data Feature Collection Time,0.980870246887207
CW-AIOps,20000,Insert Time,0.178706407546997
CW-AIOps,30000,Data Feature Collection Time,1.4141623973846436
CW-AIOps,30000,Insert Time,0.1808969974517822
CW-AIOps,40000,Data Feature Collection Time,1.8827842871348064
CW-AIOps,40000,Insert Time,0.2043261528015136
CW-AIOps,50000,Data Feature Collection Time,2.359005212783813
CW-AIOps,50000,Insert Time,0.2284080982208252
CW-AIOps,60000,Data Feature Collection Time,2.797194321950277
CW-AIOps,60000,Insert Time,0.2560877799987793
CW-AIOps,70000,Data Feature Collection Time,3.2720038096110025
CW-AIOps,70000,Insert Time,0.2731773853302002
CW-AIOps,80000,Data Feature Collection Time,3.749412298202514
CW-AIOps,80000,Insert Time,0.299161434173584
CW-AIOps,90000,Data Feature Collection Time,4.23366395632426
CW-AIOps,90000,Insert Time,0.326174259185791
CW-AIOps,100000,Data Feature Collection Time,4.696789979934692
CW-AIOps,100000,Insert Time,0.3997108936309814
CW-AIOps,10000,Data Feature Collection Time,0.5947275956471761
CW-AIOps,10000,Insert Time,0.140087604522705
CW-AIOps,20000,Data Feature Collection Time,1.2620511849721272
CW-AIOps,20000,Insert Time,0.1646537780761718
CW-AIOps,30000,Data Feature Collection Time,1.7945847511291504
CW-AIOps,30000,Insert Time,0.190901517868042
CW-AIOps,40000,Data Feature Collection Time,2.263964811960856
CW-AIOps,40000,Insert Time,0.2110228538513183
CW-AIOps,50000,Data Feature Collection Time,2.7212167580922446
CW-AIOps,50000,Insert Time,0.2290430068969726
CW-AIOps,60000,Data Feature Collection Time,3.1936463514963784
CW-AIOps,60000,Insert Time,0.2583189010620117
CW-AIOps,70000,Data Feature Collection Time,3.664557298024496
CW-AIOps,70000,Insert Time,0.2795460224151611
CW-AIOps,80000,Data Feature Collection Time,4.142755349477132
CW-AIOps,80000,Insert Time,0.3029031753540039
CW-AIOps,90000,Data Feature Collection Time,4.628632545471191
CW-AIOps,90000,Insert Time,0.3228631019592285
CW-AIOps,100000,Data Feature Collection Time,5.102128108342488
CW-AIOps,100000,Insert Time,0.3906958103179931
Incident Event Log,10000,Data Feature Collection Time,0.0214080810546875
Incident Event Log,10000,Insert Time,0.1264610290527343
Incident Event Log,20000,Data Feature Collection Time,0.062626838684082
Incident Event Log,20000,Insert Time,0.1436300277709961
Incident Event Log,30000,Data Feature Collection Time,0.089566946029663
Incident Event Log,30000,Insert Time,0.1484363079071045
Incident Event Log,40000,Data Feature Collection Time,0.0890105565388997
Incident Event Log,40000,Insert Time,0.1612195968627929
Incident Event Log,50000,Data Feature Collection Time,0.1298009554545084
Incident Event Log,50000,Insert Time,0.1702187061309814
Incident Event Log,60000,Data Feature Collection Time,0.131941000620524
Incident Event Log,60000,Insert Time,0.1869800090789795
Incident Event Log,70000,Data Feature Collection Time,0.1546234289805094
Incident Event Log,70000,Insert Time,0.1916558742523193
Incident Event Log,80000,Data Feature Collection Time,0.1750615437825521
Incident Event Log,80000,Insert Time,0.2073152065277099
Incident Event Log,90000,Data Feature Collection Time,0.1942752202351888
Incident Event Log,90000,Insert Time,0.226741075515747
Incident Event Log,100000,Data Feature Collection Time,0.2136839230855306
Incident Event Log,100000,Insert Time,0.2401614189147949
CW-AIOps,10000,Data Feature Collection Time,0.4907112121582031
CW-AIOps,10000,Insert Time,0.1395976543426513
CW-AIOps,20000,Data Feature Collection Time,1.00542418162028
CW-AIOps,20000,Insert Time,0.1634411811828613
CW-AIOps,30000,Data Feature Collection Time,1.4734046459197998
CW-AIOps,30000,Insert Time,0.1761071681976318
CW-AIOps,40000,Data Feature Collection Time,1.955766677856445
CW-AIOps,40000,Insert Time,0.2353248596191406
CW-AIOps,50000,Data Feature Collection Time,2.4434967041015625
CW-AIOps,50000,Insert Time,0.2259514331817627
CW-AIOps,60000,Data Feature Collection Time,2.9452926317850747
CW-AIOps,60000,Insert Time,0.2460918426513672
CW-AIOps,70000,Data Feature Collection Time,3.453985452651977
CW-AIOps,70000,Insert Time,0.2731251716613769
CW-AIOps,80000,Data Feature Collection Time,3.959275881449381
CW-AIOps,80000,Insert Time,0.3279151916503906
CW-AIOps,90000,Data Feature Collection Time,4.468706846237183
CW-AIOps,90000,Insert Time,0.3269810676574707
CW-AIOps,100000,Data Feature Collection Time,4.946847756703694
CW-AIOps,100000,Insert Time,0.3679087162017822
Incident Event Log,10000,Data Feature Collection Time,0.0279028415679931
Incident Event Log,10000,Insert Time,0.1261634826660156
Incident Event Log,20000,Data Feature Collection Time,0.0816699663798014
Incident Event Log,20000,Insert Time,0.1474108695983886
Incident Event Log,30000,Data Feature Collection Time,0.1063526471455891
Incident Event Log,30000,Insert Time,0.158369779586792
Incident Event Log,40000,Data Feature Collection Time,0.1404838562011718
Incident Event Log,40000,Insert Time,0.1689455509185791
Incident Event Log,50000,Data Feature Collection Time,0.1433653036753336
Incident Event Log,50000,Insert Time,0.1696884632110595
Incident Event Log,60000,Data Feature Collection Time,0.1701134840647379
Incident Event Log,60000,Insert Time,0.1867203712463379
Incident Event Log,70000,Data Feature Collection Time,0.1987525622049967
Incident Event Log,70000,Insert Time,0.205172061920166
Incident Event Log,80000,Data Feature Collection Time,0.2263721625010172
Incident Event Log,80000,Insert Time,0.2133214473724365
Incident Event Log,90000,Data Feature Collection Time,0.2549719015757243
Incident Event Log,90000,Insert Time,0.2286958694458007
Incident Event Log,100000,Data Feature Collection Time,0.2945379416147868
Incident Event Log,100000,Insert Time,0.280958890914917
Incident Event Log,10000,Data Feature Collection Time,0.0253320535024007
Incident Event Log,10000,Insert Time,0.1255967617034912
Incident Event Log,20000,Data Feature Collection Time,0.0728077093760172
Incident Event Log,20000,Insert Time,0.1517484188079834
Incident Event Log,30000,Data Feature Collection Time,0.0813897450764973
Incident Event Log,30000,Insert Time,0.1544549465179443
Incident Event Log,40000,Data Feature Collection Time,0.108108917872111
Incident Event Log,40000,Insert Time,0.1674325466156005
Incident Event Log,50000,Data Feature Collection Time,0.134003480275472
Incident Event Log,50000,Insert Time,0.1773047447204589
Incident Event Log,60000,Data Feature Collection Time,0.1600704987843831
Incident Event Log,60000,Insert Time,0.1909904479980468
Incident Event Log,70000,Data Feature Collection Time,0.1847673257191976
Incident Event Log,70000,Insert Time,0.2150928974151611
Incident Event Log,80000,Data Feature Collection Time,0.2118668556213379
Incident Event Log,80000,Insert Time,0.2122180461883545
Incident Event Log,90000,Data Feature Collection Time,0.2380578517913818
Incident Event Log,90000,Insert Time,0.2264425754547119
Incident Event Log,100000,Data Feature Collection Time,0.2651701768239339
Incident Event Log,100000,Insert Time,0.2414534091949463
CW-AIOps,10000,Data Feature Collection Time,0.4763319492340088
CW-AIOps,10000,Insert Time,0.1386723518371582
CW-AIOps,20000,Data Feature Collection Time,0.986762841542562
CW-AIOps,20000,Insert Time,0.1624693870544433
CW-AIOps,30000,Data Feature Collection Time,1.47169295946757
CW-AIOps,30000,Insert Time,0.1828234195709228
CW-AIOps,40000,Data Feature Collection Time,1.923754374186198
CW-AIOps,40000,Insert Time,0.2099394798278808
CW-AIOps,50000,Data Feature Collection Time,2.378304640452067
CW-AIOps,50000,Insert Time,0.2350802421569824
CW-AIOps,60000,Data Feature Collection Time,2.872035503387451
CW-AIOps,60000,Insert Time,0.2600908279418945
CW-AIOps,70000,Data Feature Collection Time,3.315499226252238
CW-AIOps,70000,Insert Time,0.2806923389434814
CW-AIOps,80000,Data Feature Collection Time,3.7949768702189126
CW-AIOps,80000,Insert Time,0.3056466579437256
CW-AIOps,90000,Data Feature Collection Time,4.301603078842163
CW-AIOps,90000,Insert Time,0.325474739074707
CW-AIOps,100000,Data Feature Collection Time,4.797123432159424
CW-AIOps,100000,Insert Time,0.3457787036895752
CW-AIOps,10000,Data Feature Collection Time,0.5239035288492838
CW-AIOps,10000,Insert Time,0.1408476829528808
CW-AIOps,20000,Data Feature Collection Time,1.0607428550720217
CW-AIOps,20000,Insert Time,0.1617205142974853
CW-AIOps,30000,Data Feature Collection Time,1.5718891620635986
CW-AIOps,30000,Insert Time,0.180305004119873
CW-AIOps,40000,Data Feature Collection Time,2.10887344678243
CW-AIOps,40000,Insert Time,0.2067341804504394
CW-AIOps,50000,Data Feature Collection Time,2.6102253595987954
CW-AIOps,50000,Insert Time,0.226067304611206
CW-AIOps,60000,Data Feature Collection Time,3.133218844731649
CW-AIOps,60000,Insert Time,0.2456047534942627
CW-AIOps,70000,Data Feature Collection Time,3.654926220575968
CW-AIOps,70000,Insert Time,0.2865238189697265
CW-AIOps,80000,Data Feature Collection Time,4.192712465922038
CW-AIOps,80000,Insert Time,0.3043222427368164
CW-AIOps,90000,Data Feature Collection Time,4.753644784291585
CW-AIOps,90000,Insert Time,0.3235187530517578
CW-AIOps,100000,Data Feature Collection Time,5.310518344243367
CW-AIOps,100000,Insert Time,0.3615908622741699
CW-AIOps,10000,Data Feature Collection Time,0.4672243595123291
CW-AIOps,10000,Insert Time,0.1405494213104248
CW-AIOps,20000,Data Feature Collection Time,0.9658010800679524
CW-AIOps,20000,Insert Time,0.1716997623443603
CW-AIOps,30000,Data Feature Collection Time,1.4695312182108562
CW-AIOps,30000,Insert Time,0.1836555004119873
CW-AIOps,40000,Data Feature Collection Time,1.8896140257517495
CW-AIOps,40000,Insert Time,0.2048821449279785
CW-AIOps,50000,Data Feature Collection Time,2.3699467976888022
CW-AIOps,50000,Insert Time,0.2179105281829834
CW-AIOps,60000,Data Feature Collection Time,2.834469795227051
CW-AIOps,60000,Insert Time,0.2479593753814697
CW-AIOps,70000,Data Feature Collection Time,3.300620953241984
CW-AIOps,70000,Insert Time,0.2735359668731689
CW-AIOps,80000,Data Feature Collection Time,3.777752161026001
CW-AIOps,80000,Insert Time,0.3032083511352539
CW-AIOps,90000,Data Feature Collection Time,4.234928210576375
CW-AIOps,90000,Insert Time,0.3181631565093994
CW-AIOps,100000,Data Feature Collection Time,4.69165054957072
CW-AIOps,100000,Insert Time,0.330341100692749
CW-AIOps,10000,Data Feature Collection Time,0.4421108563741048
CW-AIOps,10000,Insert Time,0.1413066387176513
CW-AIOps,20000,Data Feature Collection Time,0.9375251134236654
CW-AIOps,20000,Insert Time,0.1614210605621338
CW-AIOps,30000,Data Feature Collection Time,1.4058044751485188
CW-AIOps,30000,Insert Time,0.1829457283020019
CW-AIOps,40000,Data Feature Collection Time,1.918505350748698
CW-AIOps,40000,Insert Time,0.2052817344665527
CW-AIOps,50000,Data Feature Collection Time,2.394651174545288
CW-AIOps,50000,Insert Time,0.2269062995910644
CW-AIOps,60000,Data Feature Collection Time,2.844008763631185
CW-AIOps,60000,Insert Time,0.2434241771697998
CW-AIOps,70000,Data Feature Collection Time,3.2894136110941568
CW-AIOps,70000,Insert Time,0.2960667610168457
CW-AIOps,80000,Data Feature Collection Time,3.7396010557810464
CW-AIOps,80000,Insert Time,0.3139889240264892
CW-AIOps,90000,Data Feature Collection Time,4.225057442982991
CW-AIOps,90000,Insert Time,0.3184404373168945
CW-AIOps,100000,Data Feature Collection Time,4.702871640523274
CW-AIOps,100000,Insert Time,0.3294851779937744
CW-AIOps,10000,Data Feature Collection Time,0.5297633012135824
CW-AIOps,10000,Insert Time,0.141681432723999
CW-AIOps,20000,Data Feature Collection Time,1.0752713680267334
CW-AIOps,20000,Insert Time,0.1647624969482422
CW-AIOps,30000,Data Feature Collection Time,1.602972428003947
CW-AIOps,30000,Insert Time,0.1890604496002197
CW-AIOps,40000,Data Feature Collection Time,2.193009694417318
CW-AIOps,40000,Insert Time,0.2110147476196289
CW-AIOps,50000,Data Feature Collection Time,2.723785161972046
CW-AIOps,50000,Insert Time,0.2386407852172851
CW-AIOps,60000,Data Feature Collection Time,3.278734048207601
CW-AIOps,60000,Insert Time,0.2591643333435058
CW-AIOps,70000,Data Feature Collection Time,3.822602113087972
CW-AIOps,70000,Insert Time,0.284271240234375
CW-AIOps,80000,Data Feature Collection Time,4.385698477427165
CW-AIOps,80000,Insert Time,0.3108959197998047
CW-AIOps,90000,Data Feature Collection Time,4.975799083709717
CW-AIOps,90000,Insert Time,0.3520011901855469
CW-AIOps,100000,Data Feature Collection Time,5.575271924336751
CW-AIOps,100000,Insert Time,0.4305062294006347
CW-AIOps,10000,Data Feature Collection Time,0.4626181125640869
CW-AIOps,10000,Insert Time,0.135136604309082
CW-AIOps,20000,Data Feature Collection Time,0.944928248723348
CW-AIOps,20000,Insert Time,0.1757059097290039
CW-AIOps,30000,Data Feature Collection Time,1.4380780855814617
CW-AIOps,30000,Insert Time,0.1852753162384033
CW-AIOps,40000,Data Feature Collection Time,1.903536796569824
CW-AIOps,40000,Insert Time,0.2063057422637939
CW-AIOps,50000,Data Feature Collection Time,2.356735626856486
CW-AIOps,50000,Insert Time,0.2345614433288574
CW-AIOps,60000,Data Feature Collection Time,2.8358675638834634
CW-AIOps,60000,Insert Time,0.2532899379730224
CW-AIOps,70000,Data Feature Collection Time,3.3137032985687256
CW-AIOps,70000,Insert Time,0.2765817642211914
CW-AIOps,80000,Data Feature Collection Time,3.7945282459259033
CW-AIOps,80000,Insert Time,0.2978360652923584
CW-AIOps,90000,Data Feature Collection Time,4.245990991592407
CW-AIOps,90000,Insert Time,0.3092355728149414
CW-AIOps,100000,Data Feature Collection Time,4.693026542663574
CW-AIOps,100000,Insert Time,0.3297703266143799
CW-AIOps,10000,Data Feature Collection Time,0.4837324619293213
CW-AIOps,10000,Insert Time,0.1322755813598632
CW-AIOps,20000,Data Feature Collection Time,0.9811833699544272
CW-AIOps,20000,Insert Time,0.1633009910583496
CW-AIOps,30000,Data Feature Collection Time,1.4699005285898843
CW-AIOps,30000,Insert Time,0.1788434982299804
CW-AIOps,40000,Data Feature Collection Time,1.965914249420166
CW-AIOps,40000,Insert Time,0.2025609016418457
CW-AIOps,50000,Data Feature Collection Time,2.457230567932129
CW-AIOps,50000,Insert Time,0.2237844467163086
CW-AIOps,60000,Data Feature Collection Time,2.949469725290934
CW-AIOps,60000,Insert Time,0.2460701465606689
CW-AIOps,70000,Data Feature Collection Time,3.444973627726237
CW-AIOps,70000,Insert Time,0.2696197032928467
CW-AIOps,80000,Data Feature Collection Time,3.969213485717773
CW-AIOps,80000,Insert Time,0.2898397445678711
CW-AIOps,90000,Data Feature Collection Time,4.452174822489421
CW-AIOps,90000,Insert Time,0.3415844440460205
CW-AIOps,100000,Data Feature Collection Time,4.950872182846069
CW-AIOps,100000,Insert Time,0.4160726070404053
CW-AIOps,10000,Data Feature Collection Time,0.4704258441925049
CW-AIOps,10000,Insert Time,0.1425611972808838
CW-AIOps,20000,Data Feature Collection Time,0.9469838937123616
CW-AIOps,20000,Insert Time,0.1607370376586914
CW-AIOps,30000,Data Feature Collection Time,1.4279932975769043
CW-AIOps,30000,Insert Time,0.1874160766601562
CW-AIOps,40000,Data Feature Collection Time,1.903491179148356
CW-AIOps,40000,Insert Time,0.2055249214172363
CW-AIOps,50000,Data Feature Collection Time,2.348324696222941
CW-AIOps,50000,Insert Time,0.2299561500549316
CW-AIOps,60000,Data Feature Collection Time,2.830691417058309
CW-AIOps,60000,Insert Time,0.2578370571136474
CW-AIOps,70000,Data Feature Collection Time,3.2975993951161704
CW-AIOps,70000,Insert Time,0.327786922454834
CW-AIOps,80000,Data Feature Collection Time,3.744133710861206
CW-AIOps,80000,Insert Time,0.3386883735656738
CW-AIOps,90000,Data Feature Collection Time,4.2227983474731445
CW-AIOps,90000,Insert Time,0.376741886138916
CW-AIOps,100000,Data Feature Collection Time,4.718753735224406
CW-AIOps,100000,Insert Time,0.4164407253265381
CW-AIOps,10000,Data Feature Collection Time,0.4479793707529704
CW-AIOps,10000,Insert Time,0.1346650123596191
CW-AIOps,20000,Data Feature Collection Time,0.930252234141032
CW-AIOps,20000,Insert Time,0.1593797206878662
CW-AIOps,30000,Data Feature Collection Time,1.3594016234079995
CW-AIOps,30000,Insert Time,0.1857531070709228
CW-AIOps,40000,Data Feature Collection Time,1.824508269627889
CW-AIOps,40000,Insert Time,0.2023284435272216
CW-AIOps,50000,Data Feature Collection Time,2.292474905649821
CW-AIOps,50000,Insert Time,0.2343482971191406
CW-AIOps,60000,Data Feature Collection Time,2.743090709050497
CW-AIOps,60000,Insert Time,0.253303050994873
CW-AIOps,70000,Data Feature Collection Time,3.1948366165161133
CW-AIOps,70000,Insert Time,0.2650365829467773
CW-AIOps,80000,Data Feature Collection Time,3.674345175425211
CW-AIOps,80000,Insert Time,0.2948029041290283
CW-AIOps,90000,Data Feature Collection Time,4.124749739964803
CW-AIOps,90000,Insert Time,0.3201682567596435
CW-AIOps,100000,Data Feature Collection Time,4.55977463722229
CW-AIOps,100000,Insert Time,0.3476521968841553
CW-AIOps,10000,Data Feature Collection Time,0.4682577451070149
CW-AIOps,10000,Insert Time,0.1425271034240722
CW-AIOps,20000,Data Feature Collection Time,0.9751247564951578
CW-AIOps,20000,Insert Time,0.1632497310638427
CW-AIOps,30000,Data Feature Collection Time,1.4369027614593506
CW-AIOps,30000,Insert Time,0.1841261386871338
CW-AIOps,40000,Data Feature Collection Time,1.9169399738311768
CW-AIOps,40000,Insert Time,0.2139332294464111
CW-AIOps,50000,Data Feature Collection Time,2.409334977467855
CW-AIOps,50000,Insert Time,0.2339692115783691
CW-AIOps,60000,Data Feature Collection Time,2.882042566935221
CW-AIOps,60000,Insert Time,0.2627098560333252
CW-AIOps,70000,Data Feature Collection Time,3.354604880015055
CW-AIOps,70000,Insert Time,0.304379940032959
CW-AIOps,80000,Data Feature Collection Time,3.816445191701253
CW-AIOps,80000,Insert Time,0.2997252941131592
CW-AIOps,90000,Data Feature Collection Time,4.268389066060384
CW-AIOps,90000,Insert Time,0.3172051906585693
CW-AIOps,100000,Data Feature Collection Time,4.755468527475993
CW-AIOps,100000,Insert Time,0.3415448665618896
CW-AIOps,10000,Data Feature Collection Time,0.5367817878723145
CW-AIOps,10000,Insert Time,0.1413745880126953
CW-AIOps,20000,Data Feature Collection Time,1.0993185838063555
CW-AIOps,20000,Insert Time,0.162872314453125
CW-AIOps,30000,Data Feature Collection Time,1.624499241511027
CW-AIOps,30000,Insert Time,0.1895802021026611
CW-AIOps,40000,Data Feature Collection Time,2.1822056770324707
CW-AIOps,40000,Insert Time,0.216609239578247
CW-AIOps,50000,Data Feature Collection Time,2.7379491329193115
CW-AIOps,50000,Insert Time,0.2358038425445556
CW-AIOps,60000,Data Feature Collection Time,3.2353907426198325
CW-AIOps,60000,Insert Time,0.2810091972351074
CW-AIOps,70000,Data Feature Collection Time,3.775995333989461
CW-AIOps,70000,Insert Time,0.2892618179321289
CW-AIOps,80000,Data Feature Collection Time,4.301560163497925
CW-AIOps,80000,Insert Time,0.323077917098999
CW-AIOps,90000,Data Feature Collection Time,4.847577651341756
CW-AIOps,90000,Insert Time,0.3341469764709472
CW-AIOps,100000,Data Feature Collection Time,5.424575805664063
CW-AIOps,100000,Insert Time,0.4217848777770996
Incident Event Log,10000,Data Feature Collection Time,0.0280319849650065
Incident Event Log,10000,Insert Time,0.1309099197387695
Incident Event Log,20000,Data Feature Collection Time,0.0829112529754638
Incident Event Log,20000,Insert Time,0.149362564086914
Incident Event Log,30000,Data Feature Collection Time,0.1132752895355224
Incident Event Log,30000,Insert Time,0.1521530151367187
Incident Event Log,40000,Data Feature Collection Time,0.1165615717569987
Incident Event Log,40000,Insert Time,0.1676321029663086
Incident Event Log,50000,Data Feature Collection Time,0.1455105145772298
Incident Event Log,50000,Insert Time,0.177994966506958
Incident Event Log,60000,Data Feature Collection Time,0.1743009885152181
Incident Event Log,60000,Insert Time,0.1890819072723388
Incident Event Log,70000,Data Feature Collection Time,0.2032756010691324
Incident Event Log,70000,Insert Time,0.2732598781585693
Incident Event Log,80000,Data Feature Collection Time,0.2320618629455566
Incident Event Log,80000,Insert Time,0.2153446674346923
Incident Event Log,90000,Data Feature Collection Time,0.2608784834543864
Incident Event Log,90000,Insert Time,0.250532865524292
Incident Event Log,100000,Data Feature Collection Time,0.2898252010345459
Incident Event Log,100000,Insert Time,0.2649672031402588
CW-AIOps,10000,Data Feature Collection Time,0.5290944576263428
CW-AIOps,10000,Insert Time,0.1399078369140625
CW-AIOps,20000,Data Feature Collection Time,1.1171985467274983
CW-AIOps,20000,Insert Time,0.1615419387817382
CW-AIOps,30000,Data Feature Collection Time,1.6360445817311604
CW-AIOps,30000,Insert Time,0.1792120933532714
CW-AIOps,40000,Data Feature Collection Time,2.1699325243632
CW-AIOps,40000,Insert Time,0.2256336212158203
CW-AIOps,50000,Data Feature Collection Time,2.788905302683512
CW-AIOps,50000,Insert Time,0.2380988597869873
CW-AIOps,60000,Data Feature Collection Time,3.408730824788412
CW-AIOps,60000,Insert Time,0.2549479007720947
CW-AIOps,70000,Data Feature Collection Time,4.00612473487854
CW-AIOps,70000,Insert Time,0.3057398796081543
CW-AIOps,80000,Data Feature Collection Time,4.621180057525635
CW-AIOps,80000,Insert Time,0.3156027793884277
CW-AIOps,90000,Data Feature Collection Time,5.2015384038289385
CW-AIOps,90000,Insert Time,0.3414592742919922
CW-AIOps,100000,Data Feature Collection Time,5.798149347305298
CW-AIOps,100000,Insert Time,0.3571302890777588
CW-AIOps,10000,Data Feature Collection Time,0.5587984720865885
CW-AIOps,10000,Insert Time,0.1422436237335205
CW-AIOps,20000,Data Feature Collection Time,1.1391082604726157
CW-AIOps,20000,Insert Time,0.1630167961120605
CW-AIOps,30000,Data Feature Collection Time,1.6597973505655923
CW-AIOps,30000,Insert Time,0.1936047077178955
CW-AIOps,40000,Data Feature Collection Time,2.2243916988372803
CW-AIOps,40000,Insert Time,0.2204549312591552
CW-AIOps,50000,Data Feature Collection Time,2.74741792678833
CW-AIOps,50000,Insert Time,0.2314040660858154
CW-AIOps,60000,Data Feature Collection Time,3.2970942656199136
CW-AIOps,60000,Insert Time,0.2680830955505371
CW-AIOps,70000,Data Feature Collection Time,3.853898207346598
CW-AIOps,70000,Insert Time,0.2847914695739746
CW-AIOps,80000,Data Feature Collection Time,4.402779897054036
CW-AIOps,80000,Insert Time,0.3338518142700195
CW-AIOps,90000,Data Feature Collection Time,4.953443606694539
CW-AIOps,90000,Insert Time,0.3489007949829101
CW-AIOps,100000,Data Feature Collection Time,5.459940354029338
CW-AIOps,100000,Insert Time,0.362342357635498
CW-AIOps,10000,Data Feature Collection Time,0.4668312072753906
CW-AIOps,10000,Insert Time,0.1706814765930175
CW-AIOps,20000,Data Feature Collection Time,0.9516449769337972
CW-AIOps,20000,Insert Time,0.1645054817199707
CW-AIOps,30000,Data Feature Collection Time,1.419019381205241
CW-AIOps,30000,Insert Time,0.1841118335723877
CW-AIOps,40000,Data Feature Collection Time,1.8790550231933596
CW-AIOps,40000,Insert Time,0.2073585987091064
CW-AIOps,50000,Data Feature Collection Time,2.335932811101278
CW-AIOps,50000,Insert Time,0.2274954319000244
CW-AIOps,60000,Data Feature Collection Time,2.789844512939453
CW-AIOps,60000,Insert Time,0.2523717880249023
CW-AIOps,70000,Data Feature Collection Time,3.259187380472819
CW-AIOps,70000,Insert Time,0.2756946086883545
CW-AIOps,80000,Data Feature Collection Time,3.7420976956685386
CW-AIOps,80000,Insert Time,0.3002026081085205
CW-AIOps,90000,Data Feature Collection Time,4.219112396240234
CW-AIOps,90000,Insert Time,0.3292596340179443
CW-AIOps,100000,Data Feature Collection Time,4.703696807225545
CW-AIOps,100000,Insert Time,0.3674910068511963
CW-AIOps,10000,Data Feature Collection Time,0.4717765649159749
CW-AIOps,10000,Insert Time,0.1405470371246338
CW-AIOps,20000,Data Feature Collection Time,0.9401083787282308
CW-AIOps,20000,Insert Time,0.1598348617553711
CW-AIOps,30000,Data Feature Collection Time,1.4247078895568848
CW-AIOps,30000,Insert Time,0.1846449375152588
CW-AIOps,40000,Data Feature Collection Time,1.891158978144328
CW-AIOps,40000,Insert Time,0.2072093486785888
CW-AIOps,50000,Data Feature Collection Time,2.370288213094076
CW-AIOps,50000,Insert Time,0.2587747573852539
CW-AIOps,60000,Data Feature Collection Time,2.8591533501942954
CW-AIOps,60000,Insert Time,0.2538611888885498
CW-AIOps,70000,Data Feature Collection Time,3.317479054133097
CW-AIOps,70000,Insert Time,0.2805726528167724
CW-AIOps,80000,Data Feature Collection Time,3.7719167868296304
CW-AIOps,80000,Insert Time,0.3066866397857666
CW-AIOps,90000,Data Feature Collection Time,4.240997314453125
CW-AIOps,90000,Insert Time,0.3199329376220703
CW-AIOps,100000,Data Feature Collection Time,4.728108326594035
CW-AIOps,100000,Insert Time,0.3953859806060791
Incident Event Log,10000,Data Feature Collection Time,0.020422617594401
Incident Event Log,10000,Insert Time,0.1395533084869384
Incident Event Log,20000,Data Feature Collection Time,0.0592173735300699
Incident Event Log,20000,Insert Time,0.1475675106048584
Incident Event Log,30000,Data Feature Collection Time,0.086965004603068
Incident Event Log,30000,Insert Time,0.1538426876068115
Incident Event Log,40000,Data Feature Collection Time,0.1108241875966389
Incident Event Log,40000,Insert Time,0.1929504871368408
