Dataset,Size,Time type,Time Cost
Incident Event Log,30000,Insert Time,0.1632328033447265
Incident Event Log,40000,Data Feature Collection Time,0.1119639873504638
Incident Event Log,40000,Insert Time,0.1655149459838867
Incident Event Log,50000,Data Feature Collection Time,0.1416868368784586
Incident Event Log,50000,Insert Time,0.184478759765625
Incident Event Log,60000,Data Feature Collection Time,0.18824036916097
Incident Event Log,60000,Insert Time,0.2180676460266113
Incident Event Log,70000,Data Feature Collection Time,0.2218928337097168
Incident Event Log,70000,Insert Time,0.2099144458770752
Incident Event Log,80000,Data Feature Collection Time,0.2296302318572998
Incident Event Log,80000,Insert Time,0.2207381725311279
Incident Event Log,90000,Data Feature Collection Time,0.2610788345336914
Incident Event Log,90000,Insert Time,0.2535419464111328
Incident Event Log,100000,Data Feature Collection Time,0.288626750310262
Incident Event Log,100000,Insert Time,0.2764780521392822
Incident Event Log,10000,Data Feature Collection Time,0.0147281487782796
Incident Event Log,10000,Insert Time,0.1301794052124023
Incident Event Log,20000,Data Feature Collection Time,0.0434418519337972
Incident Event Log,20000,Insert Time,0.1468744277954101
Incident Event Log,30000,Data Feature Collection Time,0.0641059875488281
Incident Event Log,30000,Insert Time,0.1666610240936279
Incident Event Log,40000,Data Feature Collection Time,0.0833502610524495
Incident Event Log,40000,Insert Time,0.1656537055969238
Incident Event Log,50000,Data Feature Collection Time,0.071610689163208
Incident Event Log,50000,Insert Time,0.1757168769836425
Incident Event Log,60000,Data Feature Collection Time,0.086973746617635
Incident Event Log,60000,Insert Time,0.1880028247833252
Incident Event Log,70000,Data Feature Collection Time,0.1002242565155029
Incident Event Log,70000,Insert Time,0.2009625434875488
Incident Event Log,80000,Data Feature Collection Time,0.1131393114725748
Incident Event Log,80000,Insert Time,0.2088642120361328
Incident Event Log,90000,Data Feature Collection Time,0.1286982695261637
Incident Event Log,90000,Insert Time,0.2247562408447265
Incident Event Log,100000,Data Feature Collection Time,0.1419401963551839
Incident Event Log,100000,Insert Time,0.2509999275207519
CW-AIOps,10000,Data Feature Collection Time,0.4553478558858235
CW-AIOps,10000,Insert Time,0.137747049331665
CW-AIOps,20000,Data Feature Collection Time,0.9456160068511964
CW-AIOps,20000,Insert Time,0.1642696857452392
CW-AIOps,30000,Data Feature Collection Time,1.3965831597646077
CW-AIOps,30000,Insert Time,0.1837067604064941
CW-AIOps,40000,Data Feature Collection Time,1.8633915583292644
CW-AIOps,40000,Insert Time,0.202033519744873
CW-AIOps,50000,Data Feature Collection Time,2.3233369986216226
CW-AIOps,50000,Insert Time,0.2220966815948486
CW-AIOps,60000,Data Feature Collection Time,2.798225879669189
CW-AIOps,60000,Insert Time,0.2601838111877441
CW-AIOps,70000,Data Feature Collection Time,3.273210366566976
CW-AIOps,70000,Insert Time,0.2728834152221679
CW-AIOps,80000,Data Feature Collection Time,3.700031042098999
CW-AIOps,80000,Insert Time,0.3432703018188476
CW-AIOps,90000,Data Feature Collection Time,4.197231372197469
CW-AIOps,90000,Insert Time,0.320542573928833
CW-AIOps,100000,Data Feature Collection Time,4.66937518119812
CW-AIOps,100000,Insert Time,0.3916966915130615
CW-AIOps,10000,Data Feature Collection Time,0.4692649046579997
CW-AIOps,10000,Insert Time,0.1459412574768066
CW-AIOps,20000,Data Feature Collection Time,0.9932636419932048
CW-AIOps,20000,Insert Time,0.1627657413482666
CW-AIOps,30000,Data Feature Collection Time,1.4950497150421145
CW-AIOps,30000,Insert Time,0.1846530437469482
CW-AIOps,40000,Data Feature Collection Time,1.9738987286885576
CW-AIOps,40000,Insert Time,0.1960198879241943
CW-AIOps,50000,Data Feature Collection Time,2.476040760676066
CW-AIOps,50000,Insert Time,0.2586226463317871
CW-AIOps,60000,Data Feature Collection Time,2.9848900636037192
CW-AIOps,60000,Insert Time,0.2557389736175537
CW-AIOps,70000,Data Feature Collection Time,3.488874355951945
CW-AIOps,70000,Insert Time,0.280163049697876
CW-AIOps,80000,Data Feature Collection Time,3.997450033823649
CW-AIOps,80000,Insert Time,0.2936427593231201
CW-AIOps,90000,Data Feature Collection Time,4.507285515467326
CW-AIOps,90000,Insert Time,0.3754439353942871
CW-AIOps,100000,Data Feature Collection Time,5.026227712631226
CW-AIOps,100000,Insert Time,0.4440736770629883
CW-AIOps,10000,Data Feature Collection Time,0.4880046049753825
CW-AIOps,10000,Insert Time,0.1396882534027099
CW-AIOps,20000,Data Feature Collection Time,1.0157348314921062
CW-AIOps,20000,Insert Time,0.1637768745422363
CW-AIOps,30000,Data Feature Collection Time,1.5506765842437744
CW-AIOps,30000,Insert Time,0.1869471073150634
CW-AIOps,40000,Data Feature Collection Time,2.0308024883270264
CW-AIOps,40000,Insert Time,0.2387514114379882
CW-AIOps,50000,Data Feature Collection Time,2.5248936812082925
CW-AIOps,50000,Insert Time,0.2313556671142578
CW-AIOps,60000,Data Feature Collection Time,3.0538925329844155
CW-AIOps,60000,Insert Time,0.2553846836090088
CW-AIOps,70000,Data Feature Collection Time,3.5390888849894204
CW-AIOps,70000,Insert Time,0.2794852256774902
CW-AIOps,80000,Data Feature Collection Time,4.021321217219035
CW-AIOps,80000,Insert Time,0.3025238513946533
CW-AIOps,90000,Data Feature Collection Time,4.51662031809489
CW-AIOps,90000,Insert Time,0.3260619640350342
CW-AIOps,100000,Data Feature Collection Time,5.0236367384592695
CW-AIOps,100000,Insert Time,0.3384850025177002
CW-AIOps,10000,Data Feature Collection Time,0.5686802864074707
CW-AIOps,10000,Insert Time,0.1406097412109375
CW-AIOps,20000,Data Feature Collection Time,1.169234832127889
CW-AIOps,20000,Insert Time,0.157914400100708
CW-AIOps,30000,Data Feature Collection Time,1.714938799540202
CW-AIOps,30000,Insert Time,0.2074935436248779
CW-AIOps,40000,Data Feature Collection Time,2.3127365907033286
CW-AIOps,40000,Insert Time,0.218193769454956
CW-AIOps,50000,Data Feature Collection Time,2.847538550694784
CW-AIOps,50000,Insert Time,0.241030216217041
CW-AIOps,60000,Data Feature Collection Time,3.3688368002573648
CW-AIOps,60000,Insert Time,0.2651488780975342
CW-AIOps,70000,Data Feature Collection Time,3.856082201004028
CW-AIOps,70000,Insert Time,0.2937743663787842
CW-AIOps,80000,Data Feature Collection Time,4.34543760617574
CW-AIOps,80000,Insert Time,0.3081567287445068
CW-AIOps,90000,Data Feature Collection Time,4.828219175338745
CW-AIOps,90000,Insert Time,0.3330600261688232
CW-AIOps,100000,Data Feature Collection Time,5.358341296513875
CW-AIOps,100000,Insert Time,0.3855235576629638
CW-AIOps,10000,Data Feature Collection Time,0.471493403116862
CW-AIOps,10000,Insert Time,0.1459553241729736
CW-AIOps,20000,Data Feature Collection Time,0.9703080654144288
CW-AIOps,20000,Insert Time,0.1634793281555175
CW-AIOps,30000,Data Feature Collection Time,1.415810267130534
CW-AIOps,30000,Insert Time,0.1823213100433349
CW-AIOps,40000,Data Feature Collection Time,1.892605781555176
CW-AIOps,40000,Insert Time,0.212766408920288
CW-AIOps,50000,Data Feature Collection Time,2.350042978922526
CW-AIOps,50000,Insert Time,0.23213791847229
CW-AIOps,60000,Data Feature Collection Time,2.811430692672729
CW-AIOps,60000,Insert Time,0.2522470951080322
CW-AIOps,70000,Data Feature Collection Time,3.300166686375936
CW-AIOps,70000,Insert Time,0.2722039222717285
CW-AIOps,80000,Data Feature Collection Time,3.772620916366577
CW-AIOps,80000,Insert Time,0.3042104244232178
CW-AIOps,90000,Data Feature Collection Time,4.258495171864827
CW-AIOps,90000,Insert Time,0.3265528678894043
CW-AIOps,100000,Data Feature Collection Time,4.727834224700928
CW-AIOps,100000,Insert Time,0.3764131069183349
CW-AIOps,10000,Data Feature Collection Time,0.5252649784088135
CW-AIOps,10000,Insert Time,0.1413168907165527
CW-AIOps,20000,Data Feature Collection Time,1.0411011377970378
CW-AIOps,20000,Insert Time,0.1829640865325927
CW-AIOps,30000,Data Feature Collection Time,1.4747411410013835
CW-AIOps,30000,Insert Time,0.2156023979187011
CW-AIOps,40000,Data Feature Collection Time,1.9321677684783936
CW-AIOps,40000,Insert Time,0.2434780597686767
CW-AIOps,50000,Data Feature Collection Time,2.418747663497925
CW-AIOps,50000,Insert Time,0.2311851978302002
CW-AIOps,60000,Data Feature Collection Time,2.909868160883585
CW-AIOps,60000,Insert Time,0.2560186386108398
CW-AIOps,70000,Data Feature Collection Time,3.3578128814697266
CW-AIOps,70000,Insert Time,0.2729279994964599
CW-AIOps,80000,Data Feature Collection Time,3.870543162027994
CW-AIOps,80000,Insert Time,0.2976255416870117
CW-AIOps,90000,Data Feature Collection Time,4.352304935455322
CW-AIOps,90000,Insert Time,0.3482081890106201
CW-AIOps,100000,Data Feature Collection Time,4.829625765482585
CW-AIOps,100000,Insert Time,0.3529856204986572
CW-AIOps,10000,Data Feature Collection Time,0.4643050034840901
CW-AIOps,10000,Insert Time,0.1445004940032959
CW-AIOps,20000,Data Feature Collection Time,0.9423561096191406
CW-AIOps,20000,Insert Time,0.1684565544128418
CW-AIOps,30000,Data Feature Collection Time,1.3944668769836426
CW-AIOps,30000,Insert Time,0.1815400123596191
CW-AIOps,40000,Data Feature Collection Time,1.8649543126424155
CW-AIOps,40000,Insert Time,0.2079198360443115
CW-AIOps,50000,Data Feature Collection Time,2.336571534474691
CW-AIOps,50000,Insert Time,0.2601664066314697
CW-AIOps,60000,Data Feature Collection Time,2.7932725747426352
CW-AIOps,60000,Insert Time,0.2499737739562988
CW-AIOps,70000,Data Feature Collection Time,3.2687326272328696
CW-AIOps,70000,Insert Time,0.2948794364929199
CW-AIOps,80000,Data Feature Collection Time,3.7399706840515137
CW-AIOps,80000,Insert Time,0.2992079257965088
CW-AIOps,90000,Data Feature Collection Time,4.202769835789998
CW-AIOps,90000,Insert Time,0.3143815994262695
CW-AIOps,100000,Data Feature Collection Time,4.70002539952596
CW-AIOps,100000,Insert Time,0.3817315101623535
CW-AIOps,10000,Data Feature Collection Time,0.4808468023935954
CW-AIOps,10000,Insert Time,0.1409857273101806
CW-AIOps,20000,Data Feature Collection Time,0.9757936000823976
CW-AIOps,20000,Insert Time,0.1629354953765869
CW-AIOps,30000,Data Feature Collection Time,1.4705737431844077
CW-AIOps,30000,Insert Time,0.1946585178375244
CW-AIOps,40000,Data Feature Collection Time,1.9352449576059976
CW-AIOps,40000,Insert Time,0.2476313114166259
CW-AIOps,50000,Data Feature Collection Time,2.42125948270162
CW-AIOps,50000,Insert Time,0.2396502494812011
CW-AIOps,60000,Data Feature Collection Time,2.9026286602020264
CW-AIOps,60000,Insert Time,0.2598741054534912
CW-AIOps,70000,Data Feature Collection Time,3.3664788405100503
CW-AIOps,70000,Insert Time,0.2773377895355224
CW-AIOps,80000,Data Feature Collection Time,3.819065729777018
CW-AIOps,80000,Insert Time,0.3519372940063476
CW-AIOps,90000,Data Feature Collection Time,4.289469083150228
CW-AIOps,90000,Insert Time,0.3995416164398193
CW-AIOps,100000,Data Feature Collection Time,4.745503584543864
CW-AIOps,100000,Insert Time,0.4238293170928955
CW-AIOps,10000,Data Feature Collection Time,0.4932549794514974
CW-AIOps,10000,Insert Time,0.1441929340362548
CW-AIOps,20000,Data Feature Collection Time,0.96187957127889
CW-AIOps,20000,Insert Time,0.1776018142700195
CW-AIOps,30000,Data Feature Collection Time,1.4702292283376055
CW-AIOps,30000,Insert Time,0.2005949020385742
CW-AIOps,40000,Data Feature Collection Time,1.9522255261739092
CW-AIOps,40000,Insert Time,0.2125539779663086
CW-AIOps,50000,Data Feature Collection Time,2.4215949376424155
CW-AIOps,50000,Insert Time,0.2374699115753173
CW-AIOps,60000,Data Feature Collection Time,2.8887697060902915
CW-AIOps,60000,Insert Time,0.2571439743041992
CW-AIOps,70000,Data Feature Collection Time,3.384255091349284
CW-AIOps,70000,Insert Time,0.323383092880249
CW-AIOps,80000,Data Feature Collection Time,3.866138140360514
CW-AIOps,80000,Insert Time,0.3009355068206787
CW-AIOps,90000,Data Feature Collection Time,4.365206956863403
CW-AIOps,90000,Insert Time,0.3292293548583984
CW-AIOps,100000,Data Feature Collection Time,4.807307243347168
CW-AIOps,100000,Insert Time,0.4237964153289795
CW-AIOps,10000,Data Feature Collection Time,0.5023728211720785
CW-AIOps,10000,Insert Time,0.1425092220306396
CW-AIOps,20000,Data Feature Collection Time,1.051383415857951
CW-AIOps,20000,Insert Time,0.1610140800476074
CW-AIOps,30000,Data Feature Collection Time,1.54143222173055
CW-AIOps,30000,Insert Time,0.1856119632720947
CW-AIOps,40000,Data Feature Collection Time,2.065490325291952
CW-AIOps,40000,Insert Time,0.2338149547576904
CW-AIOps,50000,Data Feature Collection Time,2.5819502671559653
CW-AIOps,50000,Insert Time,0.2344684600830078
CW-AIOps,60000,Data Feature Collection Time,3.1286367575327554
CW-AIOps,60000,Insert Time,0.2627010345458984
CW-AIOps,70000,Data Feature Collection Time,3.632188081741333
CW-AIOps,70000,Insert Time,0.2808873653411865
CW-AIOps,80000,Data Feature Collection Time,4.148883819580078
CW-AIOps,80000,Insert Time,0.3109998703002929
CW-AIOps,90000,Data Feature Collection Time,4.65409255027771
CW-AIOps,90000,Insert Time,0.333439826965332
CW-AIOps,100000,Data Feature Collection Time,5.149150451024373
CW-AIOps,100000,Insert Time,0.3663561344146728
Incident Event Log,10000,Data Feature Collection Time,0.0283044179280598
Incident Event Log,10000,Insert Time,0.132655382156372
Incident Event Log,20000,Data Feature Collection Time,0.0787653923034668
Incident Event Log,20000,Insert Time,0.1413938999176025
Incident Event Log,30000,Data Feature Collection Time,0.1059487660725911
Incident Event Log,30000,Insert Time,0.1538763046264648
Incident Event Log,40000,Data Feature Collection Time,0.1148458321889241
Incident Event Log,40000,Insert Time,0.1678757667541504
Incident Event Log,50000,Data Feature Collection Time,0.1430710951487223
Incident Event Log,50000,Insert Time,0.1824424266815185
Incident Event Log,60000,Data Feature Collection Time,0.1707550684611002
Incident Event Log,60000,Insert Time,0.1918632984161377
Incident Event Log,70000,Data Feature Collection Time,0.210854689280192
Incident Event Log,70000,Insert Time,0.2061688899993896
Incident Event Log,80000,Data Feature Collection Time,0.2214476267496744
Incident Event Log,80000,Insert Time,0.2211685180664062
Incident Event Log,90000,Data Feature Collection Time,0.2492667833964029
Incident Event Log,90000,Insert Time,0.2268269062042236
Incident Event Log,100000,Data Feature Collection Time,0.2762755552927653
Incident Event Log,100000,Insert Time,0.2648460865020752
Incident Event Log,10000,Data Feature Collection Time,0.007965087890625
Incident Event Log,10000,Insert Time,0.1322407722473144
Incident Event Log,20000,Data Feature Collection Time,0.0237368742624918
Incident Event Log,20000,Insert Time,0.1429879665374755
Incident Event Log,30000,Data Feature Collection Time,0.0349840323130289
Incident Event Log,30000,Insert Time,0.1587128639221191
Incident Event Log,40000,Data Feature Collection Time,0.0335656801859537
Incident Event Log,40000,Insert Time,0.165665864944458
Incident Event Log,50000,Data Feature Collection Time,0.0418543020884195
Incident Event Log,50000,Insert Time,0.1742479801177978
Incident Event Log,60000,Data Feature Collection Time,0.0499875545501709
Incident Event Log,60000,Insert Time,0.1883950233459472
Incident Event Log,70000,Data Feature Collection Time,0.0571138064066569
Incident Event Log,70000,Insert Time,0.1985962390899658
Incident Event Log,80000,Data Feature Collection Time,0.0642211437225341
Incident Event Log,80000,Insert Time,0.2092046737670898
Incident Event Log,90000,Data Feature Collection Time,0.0711089769999186
Incident Event Log,90000,Insert Time,0.2235260009765625
Incident Event Log,100000,Data Feature Collection Time,0.0816537539164225
Incident Event Log,100000,Insert Time,0.2520394325256347
Incident Event Log,10000,Data Feature Collection Time,0.0265437761942545
Incident Event Log,10000,Insert Time,0.1282589435577392
Incident Event Log,20000,Data Feature Collection Time,0.0774089495340983
Incident Event Log,20000,Insert Time,0.1397547721862793
Incident Event Log,30000,Data Feature Collection Time,0.0822620391845703
Incident Event Log,30000,Insert Time,0.1576535701751709
Incident Event Log,40000,Data Feature Collection Time,0.108130931854248
Incident Event Log,40000,Insert Time,0.166701078414917
Incident Event Log,50000,Data Feature Collection Time,0.1357581615447998
Incident Event Log,50000,Insert Time,0.1868927478790283
Incident Event Log,60000,Data Feature Collection Time,0.1614325841267903
Incident Event Log,60000,Insert Time,0.2147605419158935
Incident Event Log,70000,Data Feature Collection Time,0.2050770123799642
Incident Event Log,70000,Insert Time,0.1984686851501464
Incident Event Log,80000,Data Feature Collection Time,0.2143559455871582
Incident Event Log,80000,Insert Time,0.2196404933929443
Incident Event Log,90000,Data Feature Collection Time,0.2429854075113932
Incident Event Log,90000,Insert Time,0.2324614524841308
Incident Event Log,100000,Data Feature Collection Time,0.2681210041046142
Incident Event Log,100000,Insert Time,0.2595229148864746
CW-AIOps,10000,Data Feature Collection Time,0.4726975758870442
CW-AIOps,10000,Insert Time,0.1388931274414062
CW-AIOps,20000,Data Feature Collection Time,0.9451116720835367
CW-AIOps,20000,Insert Time,0.1643698215484619
CW-AIOps,30000,Data Feature Collection Time,1.4191075960795083
CW-AIOps,30000,Insert Time,0.1854157447814941
CW-AIOps,40000,Data Feature Collection Time,1.872433344523112
CW-AIOps,40000,Insert Time,0.2309744358062744
CW-AIOps,50000,Data Feature Collection Time,2.335138241449992
CW-AIOps,50000,Insert Time,0.2303977012634277
CW-AIOps,60000,Data Feature Collection Time,2.8073620796203613
CW-AIOps,60000,Insert Time,0.2494184970855713
CW-AIOps,70000,Data Feature Collection Time,3.2801667054494223
CW-AIOps,70000,Insert Time,0.270653486251831
CW-AIOps,80000,Data Feature Collection Time,3.7564815680185952
CW-AIOps,80000,Insert Time,0.293520450592041
CW-AIOps,90000,Data Feature Collection Time,4.231721083323161
CW-AIOps,90000,Insert Time,0.3126757144927978
CW-AIOps,100000,Data Feature Collection Time,4.682459115982056
CW-AIOps,100000,Insert Time,0.3792083263397217
CW-AIOps,10000,Data Feature Collection Time,0.5067469278971354
CW-AIOps,10000,Insert Time,0.1486668586730957
CW-AIOps,20000,Data Feature Collection Time,1.0240705013275146
CW-AIOps,20000,Insert Time,0.1548757553100586
CW-AIOps,30000,Data Feature Collection Time,1.4988458156585691
CW-AIOps,30000,Insert Time,0.1852824687957763
CW-AIOps,40000,Data Feature Collection Time,1.9760044415791829
CW-AIOps,40000,Insert Time,0.2062263488769531
CW-AIOps,50000,Data Feature Collection Time,2.4893364906311035
CW-AIOps,50000,Insert Time,0.2338266372680664
CW-AIOps,60000,Data Feature Collection Time,2.996163447697957
CW-AIOps,60000,Insert Time,0.2602765560150146
CW-AIOps,70000,Data Feature Collection Time,3.4978195826212564
CW-AIOps,70000,Insert Time,0.2736985683441162
CW-AIOps,80000,Data Feature Collection Time,4.017225424448649
CW-AIOps,80000,Insert Time,0.3057944774627685
CW-AIOps,90000,Data Feature Collection Time,4.506293217341105
CW-AIOps,90000,Insert Time,0.3238687515258789
CW-AIOps,100000,Data Feature Collection Time,5.000888665517171
CW-AIOps,100000,Insert Time,0.4684412479400635
CW-AIOps,10000,Data Feature Collection Time,0.4857751528422038
CW-AIOps,10000,Insert Time,0.1398277282714843
CW-AIOps,20000,Data Feature Collection Time,0.9940683841705322
CW-AIOps,20000,Insert Time,0.1603720188140869
CW-AIOps,30000,Data Feature Collection Time,1.507189432779948
CW-AIOps,30000,Insert Time,0.1832959651947021
CW-AIOps,40000,Data Feature Collection Time,2.016440391540528
CW-AIOps,40000,Insert Time,0.2083525657653808
CW-AIOps,50000,Data Feature Collection Time,2.5013256072998047
CW-AIOps,50000,Insert Time,0.2288532257080078
CW-AIOps,60000,Data Feature Collection Time,3.021725575129191
CW-AIOps,60000,Insert Time,0.2587707042694092
CW-AIOps,70000,Data Feature Collection Time,3.543867746988932
CW-AIOps,70000,Insert Time,0.2892627716064453
CW-AIOps,80000,Data Feature Collection Time,4.078633387883504
CW-AIOps,80000,Insert Time,0.3039259910583496
CW-AIOps,90000,Data Feature Collection Time,4.619330803553264
CW-AIOps,90000,Insert Time,0.3375234603881836
CW-AIOps,100000,Data Feature Collection Time,5.155050277709961
CW-AIOps,100000,Insert Time,0.4147877693176269
CW-AIOps,10000,Data Feature Collection Time,0.4482247034708659
CW-AIOps,10000,Insert Time,0.1358535289764404
CW-AIOps,20000,Data Feature Collection Time,0.9055398305257162
CW-AIOps,20000,Insert Time,0.1630530357360839
CW-AIOps,30000,Data Feature Collection Time,1.3458441098531086
CW-AIOps,30000,Insert Time,0.1822075843811035
CW-AIOps,40000,Data Feature Collection Time,1.817765474319458
CW-AIOps,40000,Insert Time,0.2062361240386963
CW-AIOps,50000,Data Feature Collection Time,2.2779366970062256
CW-AIOps,50000,Insert Time,0.2318994998931884
CW-AIOps,60000,Data Feature Collection Time,2.733349641164144
CW-AIOps,60000,Insert Time,0.250835657119751
CW-AIOps,70000,Data Feature Collection Time,3.192410707473755
CW-AIOps,70000,Insert Time,0.2711877822875976
CW-AIOps,80000,Data Feature Collection Time,3.663145383199056
CW-AIOps,80000,Insert Time,0.3415582180023193
CW-AIOps,90000,Data Feature Collection Time,4.14537254969279
CW-AIOps,90000,Insert Time,0.365328311920166
CW-AIOps,100000,Data Feature Collection Time,4.62836766242981
CW-AIOps,100000,Insert Time,0.3545787334442138
Incident Event Log,10000,Data Feature Collection Time,0.0133816401163736
Incident Event Log,10000,Insert Time,0.1286568641662597
Incident Event Log,20000,Data Feature Collection Time,0.02832825978597
Incident Event Log,20000,Insert Time,0.1440796852111816
Incident Event Log,30000,Data Feature Collection Time,0.0595684051513671
Incident Event Log,30000,Insert Time,0.1574976444244384
Incident Event Log,40000,Data Feature Collection Time,0.0539597670237223
Incident Event Log,40000,Insert Time,0.1659679412841797
Incident Event Log,50000,Data Feature Collection Time,0.0648271242777506
Incident Event Log,50000,Insert Time,0.1779007911682129
Incident Event Log,60000,Data Feature Collection Time,0.0994796752929687
Incident Event Log,60000,Insert Time,0.1880037784576416
Incident Event Log,70000,Data Feature Collection Time,0.0896710554758707
Incident Event Log,70000,Insert Time,0.20493745803833
Incident Event Log,80000,Data Feature Collection Time,0.1088696320851643
Incident Event Log,80000,Insert Time,0.230574369430542
Incident Event Log,90000,Data Feature Collection Time,0.1186974048614502
Incident Event Log,90000,Insert Time,0.2246472835540771
Incident Event Log,100000,Data Feature Collection Time,0.1316574414571126
Incident Event Log,100000,Insert Time,0.2729818820953369
CW-AIOps,10000,Data Feature Collection Time,0.5020365715026855
CW-AIOps,10000,Insert Time,0.1446573734283447
CW-AIOps,20000,Data Feature Collection Time,1.002312103907267
CW-AIOps,20000,Insert Time,0.170342206954956
CW-AIOps,30000,Data Feature Collection Time,1.491424560546875
CW-AIOps,30000,Insert Time,0.1800620555877685
CW-AIOps,40000,Data Feature Collection Time,2.0499789714813232
CW-AIOps,40000,Insert Time,0.2137224674224853
CW-AIOps,50000,Data Feature Collection Time,2.585187753041585
CW-AIOps,50000,Insert Time,0.2347841262817382
CW-AIOps,60000,Data Feature Collection Time,3.1252051989237466
CW-AIOps,60000,Insert Time,0.2561488151550293
CW-AIOps,70000,Data Feature Collection Time,3.660737673441569
CW-AIOps,70000,Insert Time,0.2804439067840576
CW-AIOps,80000,Data Feature Collection Time,4.204527616500855
CW-AIOps,80000,Insert Time,0.2958245277404785
CW-AIOps,90000,Data Feature Collection Time,4.771102110544841
CW-AIOps,90000,Insert Time,0.3241076469421386
CW-AIOps,100000,Data Feature Collection Time,5.308412472407023
CW-AIOps,100000,Insert Time,0.3430376052856445
CW-AIOps,10000,Data Feature Collection Time,0.5272499720255533
CW-AIOps,10000,Insert Time,0.145564317703247
CW-AIOps,20000,Data Feature Collection Time,1.0729708671569824
CW-AIOps,20000,Insert Time,0.1625063419342041
CW-AIOps,30000,Data Feature Collection Time,1.582576831181844
CW-AIOps,30000,Insert Time,0.1871721744537353
CW-AIOps,40000,Data Feature Collection Time,2.150632699330648
CW-AIOps,40000,Insert Time,0.2103998661041259
CW-AIOps,50000,Data Feature Collection Time,2.700678030649821
CW-AIOps,50000,Insert Time,0.2354481220245361
CW-AIOps,60000,Data Feature Collection Time,3.1983327070871987
CW-AIOps,60000,Insert Time,0.2560129165649414
CW-AIOps,70000,Data Feature Collection Time,3.729074398676554
CW-AIOps,70000,Insert Time,0.2837176322937011
CW-AIOps,80000,Data Feature Collection Time,4.306875546773274
CW-AIOps,80000,Insert Time,0.297504186630249
CW-AIOps,90000,Data Feature Collection Time,4.870477914810181
CW-AIOps,90000,Insert Time,0.3224520683288574
CW-AIOps,100000,Data Feature Collection Time,5.427695910135905
CW-AIOps,100000,Insert Time,0.354532241821289
CW-AIOps,10000,Data Feature Collection Time,0.498317797978719
CW-AIOps,10000,Insert Time,0.1410555839538574
CW-AIOps,20000,Data Feature Collection Time,1.0099708239237468
CW-AIOps,20000,Insert Time,0.1588542461395263
CW-AIOps,30000,Data Feature Collection Time,1.5091246763865154
CW-AIOps,30000,Insert Time,0.1820595264434814
CW-AIOps,40000,Data Feature Collection Time,2.015094041824341
CW-AIOps,40000,Insert Time,0.2103745937347412
CW-AIOps,50000,Data Feature Collection Time,2.515181382497152
CW-AIOps,50000,Insert Time,0.2444024085998535
CW-AIOps,60000,Data Feature Collection Time,3.018064578374227
CW-AIOps,60000,Insert Time,0.2586259841918945
CW-AIOps,70000,Data Feature Collection Time,3.5124611854553223
CW-AIOps,70000,Insert Time,0.2818365097045898
CW-AIOps,80000,Data Feature Collection Time,4.023088614145915
CW-AIOps,80000,Insert Time,0.2983009815216064
CW-AIOps,90000,Data Feature Collection Time,4.538568178812663
CW-AIOps,90000,Insert Time,0.3296608924865722
CW-AIOps,100000,Data Feature Collection Time,5.029725233713786
CW-AIOps,100000,Insert Time,0.3772728443145752
Web Log,10000,Data Feature Collection Time,0.0778198957443237
Web Log,10000,Insert Time,0.025618553161621
Web Log,20000,Data Feature Collection Time,0.1046946287155151
Web Log,20000,Insert Time,0.0421793460845947
Web Log,30000,Data Feature Collection Time,0.1698479413986206
Web Log,30000,Insert Time,0.0661945343017578
Web Log,40000,Data Feature Collection Time,0.2181282758712768
Web Log,40000,Insert Time,0.0675556659698486
Web Log,50000,Data Feature Collection Time,0.2587454319000244
Web Log,50000,Insert Time,0.0886590480804443
Web Log,60000,Data Feature Collection Time,0.3316267013549804
Web Log,60000,Insert Time,0.1040427684783935
Web Log,70000,Data Feature Collection Time,0.399015474319458
Web Log,70000,Insert Time,0.1287422180175781
Web Log,80000,Data Feature Collection Time,0.4338822603225708
Web Log,80000,Insert Time,0.1424229145050048
Web Log,90000,Data Feature Collection Time,0.506556487083435
Web Log,90000,Insert Time,0.1596310138702392
Web Log,100000,Data Feature Collection Time,0.5804752826690673
Web Log,100000,Insert Time,0.1886782646179199
CW-AIOps,10000,Data Feature Collection Time,0.4740552902221679
CW-AIOps,10000,Insert Time,0.1391549110412597
CW-AIOps,20000,Data Feature Collection Time,0.9589712619781494
CW-AIOps,20000,Insert Time,0.1523914337158203
CW-AIOps,30000,Data Feature Collection Time,1.4059673150380452
CW-AIOps,30000,Insert Time,0.1828365325927734
CW-AIOps,40000,Data Feature Collection Time,1.859655221303304
CW-AIOps,40000,Insert Time,0.2143740653991699
CW-AIOps,50000,Data Feature Collection Time,2.325181722640991
CW-AIOps,50000,Insert Time,0.2271454334259033
CW-AIOps,60000,Data Feature Collection Time,2.7546406586964927
CW-AIOps,60000,Insert Time,0.2459592819213867
CW-AIOps,70000,Data Feature Collection Time,3.2033137480417886
CW-AIOps,70000,Insert Time,0.2750825881958008
CW-AIOps,80000,Data Feature Collection Time,3.670430342356364
CW-AIOps,80000,Insert Time,0.300959825515747
CW-AIOps,90000,Data Feature Collection Time,4.164585669835408
CW-AIOps,90000,Insert Time,0.3190257549285888
CW-AIOps,100000,Data Feature Collection Time,4.627221504847209
CW-AIOps,100000,Insert Time,0.3576383590698242
CW-AIOps,10000,Data Feature Collection Time,0.4775354067484538
CW-AIOps,10000,Insert Time,0.1380462646484375
