DataSet,DataType,Mean,Standard_variance,MAD,Delta_mean,Delta_variance,Delta_spread,Entropy,Repeat,Increase,Encoding,Compression Ratio
repeat_10.csv,INT32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,RAKE,0.10121666666666666
repeat_10.csv,INT32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,RLE,0.017933333333333332
repeat_10.csv,INT32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,TS_2DIFF,0.028283333333333334
repeat_10.csv,INT32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,GORILLA,0.02835
repeat_10.csv,INT32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,PLAIN,0.10121666666666666
repeat_10.csv,INT32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,SPRINTZ,0.04570833333333333
repeat_10.csv,INT32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,RLBE,0.0329
repeat_8.csv,INT32,-0.043,223.25226124498718,159.0,-0.0409040904090409,8.096170812234902,294,4.836027194713932,0.9741,0.9863986398639863,RAKE,0.5336416666666667
repeat_8.csv,INT32,-0.043,223.25226124498718,159.0,-0.0409040904090409,8.096170812234902,294,4.836027194713932,0.9741,0.9863986398639863,RLE,0.03795
repeat_8.csv,INT32,-0.043,223.25226124498718,159.0,-0.0409040904090409,8.096170812234902,294,4.836027194713932,0.9741,0.9863986398639863,TS_2DIFF,0.09616666666666666
repeat_8.csv,INT32,-0.043,223.25226124498718,159.0,-0.0409040904090409,8.096170812234902,294,4.836027194713932,0.9741,0.9863986398639863,GORILLA,0.03580833333333333
repeat_8.csv,INT32,-0.043,223.25226124498718,159.0,-0.0409040904090409,8.096170812234902,294,4.836027194713932,0.9741,0.9863986398639863,PLAIN,0.16715
repeat_8.csv,INT32,-0.043,223.25226124498718,159.0,-0.0409040904090409,8.096170812234902,294,4.836027194713932,0.9741,0.9863986398639863,SPRINTZ,0.07335
repeat_8.csv,INT32,-0.043,223.25226124498718,159.0,-0.0409040904090409,8.096170812234902,294,4.836027194713932,0.9741,0.9863986398639863,RLBE,0.04385833333333333
repeat_1.csv,INT32,-0.0236,1092.4880234780792,916.0,0.1336133613361336,35.65928361178469,338,7.350245582752375,0.493,0.7462746274627463,RAKE,0.5621333333333334
repeat_1.csv,INT32,-0.0236,1092.4880234780792,916.0,0.1336133613361336,35.65928361178469,338,7.350245582752375,0.493,0.7462746274627463,RLE,0.285425
repeat_1.csv,INT32,-0.0236,1092.4880234780792,916.0,0.1336133613361336,35.65928361178469,338,7.350245582752375,0.493,0.7462746274627463,TS_2DIFF,0.113575
repeat_1.csv,INT32,-0.0236,1092.4880234780792,916.0,0.1336133613361336,35.65928361178469,338,7.350245582752375,0.493,0.7462746274627463,GORILLA,0.19554166666666667
repeat_1.csv,INT32,-0.0236,1092.4880234780792,916.0,0.1336133613361336,35.65928361178469,338,7.350245582752375,0.493,0.7462746274627463,PLAIN,0.18111666666666668
repeat_1.csv,INT32,-0.0236,1092.4880234780792,916.0,0.1336133613361336,35.65928361178469,338,7.350245582752375,0.493,0.7462746274627463,SPRINTZ,0.11950833333333333
repeat_1.csv,INT32,-0.0236,1092.4880234780792,916.0,0.1336133613361336,35.65928361178469,338,7.350245582752375,0.493,0.7462746274627463,RLBE,0.164325
repeat_5.csv,INT32,-0.013,385.7168142964473,316.0,-0.0084008400840084,15.397403594005288,275,5.9317642359190055,0.9025,0.9532953295329533,RAKE,0.5466583333333334
repeat_5.csv,INT32,-0.013,385.7168142964473,316.0,-0.0084008400840084,15.397403594005288,275,5.9317642359190055,0.9025,0.9532953295329533,RLE,0.11775
repeat_5.csv,INT32,-0.013,385.7168142964473,316.0,-0.0084008400840084,15.397403594005288,275,5.9317642359190055,0.9025,0.9532953295329533,TS_2DIFF,0.1083
repeat_5.csv,INT32,-0.013,385.7168142964473,316.0,-0.0084008400840084,15.397403594005288,275,5.9317642359190055,0.9025,0.9532953295329533,GORILLA,0.060475
repeat_5.csv,INT32,-0.013,385.7168142964473,316.0,-0.0084008400840084,15.397403594005288,275,5.9317642359190055,0.9025,0.9532953295329533,PLAIN,0.174475
repeat_5.csv,INT32,-0.013,385.7168142964473,316.0,-0.0084008400840084,15.397403594005288,275,5.9317642359190055,0.9025,0.9532953295329533,SPRINTZ,0.08896666666666667
repeat_5.csv,INT32,-0.013,385.7168142964473,316.0,-0.0084008400840084,15.397403594005288,275,5.9317642359190055,0.9025,0.9532953295329533,RLBE,0.064475
