DataSet,DataType,Value mean,Standard_variance,MAD,Delta_mean,Delta_variance,Delta_spread,Entropy,Repeat,Increase,Encoding,Compression Ratio
mean_7.csv,INT32,19999.5021,2076.67694675787,1728.5,0.128012801280128,50.21138250093002,380,8.28877521418333,0.0,0.5054505450545055,GORILLA,0.18525
mean_7.csv,INT32,19999.5021,2076.67694675787,1728.5,0.128012801280128,50.21138250093002,380,8.28877521418333,0.0,0.5054505450545055,PLAIN,0.26790833333333336
mean_7.csv,INT32,19999.5021,2076.67694675787,1728.5,0.128012801280128,50.21138250093002,380,8.28877521418333,0.0,0.5054505450545055,SPRINTZ,0.12805
mean_7.csv,INT32,19999.5021,2076.67694675787,1728.5,0.128012801280128,50.21138250093002,380,8.28877521418333,0.0,0.5054505450545055,RLBE,0.27448333333333336
mean_5.csv,INT32,0.2129,2383.717226093227,895.5,0.7926792679267927,50.464399213416165,378,8.23520206367494,0.0,0.5072507250725072,RAKE,0.7096833333333333
mean_5.csv,INT32,0.2129,2383.717226093227,895.5,0.7926792679267927,50.464399213416165,378,8.23520206367494,0.0,0.5072507250725072,RLE,0.35160833333333336
mean_5.csv,INT32,0.2129,2383.717226093227,895.5,0.7926792679267927,50.464399213416165,378,8.23520206367494,0.0,0.5072507250725072,TS_2DIFF,0.1167
mean_5.csv,INT32,0.2129,2383.717226093227,895.5,0.7926792679267927,50.464399213416165,378,8.23520206367494,0.0,0.5072507250725072,GORILLA,0.292925
mean_5.csv,INT32,0.2129,2383.717226093227,895.5,0.7926792679267927,50.464399213416165,378,8.23520206367494,0.0,0.5072507250725072,PLAIN,0.18031666666666665
mean_5.csv,INT32,0.2129,2383.717226093227,895.5,0.7926792679267927,50.464399213416165,378,8.23520206367494,0.0,0.5072507250725072,SPRINTZ,0.138525
mean_5.csv,INT32,0.2129,2383.717226093227,895.5,0.7926792679267927,50.464399213416165,378,8.23520206367494,0.0,0.5072507250725072,RLBE,0.27498333333333336
mean_3.csv,INT32,-19999.5051,1025.8580918304392,821.5,0.4067406740674067,50.327270559648426,389,7.971223139087327,0.0,0.5083508350835083,RAKE,0.81515
mean_3.csv,INT32,-19999.5051,1025.8580918304392,821.5,0.4067406740674067,50.327270559648426,389,7.971223139087327,0.0,0.5083508350835083,RLE,0.35160833333333336
mean_3.csv,INT32,-19999.5051,1025.8580918304392,821.5,0.4067406740674067,50.327270559648426,389,7.971223139087327,0.0,0.5083508350835083,TS_2DIFF,0.1171
mean_3.csv,INT32,-19999.5051,1025.8580918304392,821.5,0.4067406740674067,50.327270559648426,389,7.971223139087327,0.0,0.5083508350835083,GORILLA,0.17056666666666667
mean_3.csv,INT32,-19999.5051,1025.8580918304392,821.5,0.4067406740674067,50.327270559648426,389,7.971223139087327,0.0,0.5083508350835083,PLAIN,0.26790833333333336
mean_3.csv,INT32,-19999.5051,1025.8580918304392,821.5,0.4067406740674067,50.327270559648426,389,7.971223139087327,0.0,0.5083508350835083,SPRINTZ,0.1472
mean_3.csv,INT32,-19999.5051,1025.8580918304392,821.5,0.4067406740674067,50.327270559648426,389,7.971223139087327,0.0,0.5083508350835083,RLBE,0.27519166666666667
mean_2.csv,INT32,-29999.4962,1191.626890761349,970.5,-0.10471047104710471,49.60714891763136,372,8.123777272463476,0.0,0.5067506750675067,RAKE,0.7712416666666667
mean_2.csv,INT32,-29999.4962,1191.626890761349,970.5,-0.10471047104710471,49.60714891763136,372,8.123777272463476,0.0,0.5067506750675067,RLE,0.35160833333333336
mean_2.csv,INT32,-29999.4962,1191.626890761349,970.5,-0.10471047104710471,49.60714891763136,372,8.123777272463476,0.0,0.5067506750675067,TS_2DIFF,0.11616666666666667
mean_2.csv,INT32,-29999.4962,1191.626890761349,970.5,-0.10471047104710471,49.60714891763136,372,8.123777272463476,0.0,0.5067506750675067,GORILLA,0.171725
mean_2.csv,INT32,-29999.4962,1191.626890761349,970.5,-0.10471047104710471,49.60714891763136,372,8.123777272463476,0.0,0.5067506750675067,PLAIN,0.26790833333333336
mean_2.csv,INT32,-29999.4962,1191.626890761349,970.5,-0.10471047104710471,49.60714891763136,372,8.123777272463476,0.0,0.5067506750675067,SPRINTZ,0.1471
mean_2.csv,INT32,-29999.4962,1191.626890761349,970.5,-0.10471047104710471,49.60714891763136,372,8.123777272463476,0.0,0.5067506750675067,RLBE,0.275825
mean_9.csv,INT32,39999.5017,2203.3305736990783,1349.0,-0.19821982198219823,50.18907059422395,402,8.371759923257768,0.0,0.4975497549754975,RAKE,0.33605
mean_9.csv,INT32,39999.5017,2203.3305736990783,1349.0,-0.19821982198219823,50.18907059422395,402,8.371759923257768,0.0,0.4975497549754975,RLE,0.18494166666666667
mean_9.csv,INT32,39999.5017,2203.3305736990783,1349.0,-0.19821982198219823,50.18907059422395,402,8.371759923257768,0.0,0.4975497549754975,TS_2DIFF,0.116775
mean_9.csv,INT32,39999.5017,2203.3305736990783,1349.0,-0.19821982198219823,50.18907059422395,402,8.371759923257768,0.0,0.4975497549754975,GORILLA,0.18015
mean_9.csv,INT32,39999.5017,2203.3305736990783,1349.0,-0.19821982198219823,50.18907059422395,402,8.371759923257768,0.0,0.4975497549754975,PLAIN,0.26790833333333336
mean_9.csv,INT32,39999.5017,2203.3305736990783,1349.0,-0.19821982198219823,50.18907059422395,402,8.371759923257768,0.0,0.4975497549754975,SPRINTZ,0.128425
mean_9.csv,INT32,39999.5017,2203.3305736990783,1349.0,-0.19821982198219823,50.18907059422395,402,8.371759923257768,0.0,0.4975497549754975,RLBE,0.27676666666666666
mean_10.csv,INT32,49999.5034,1848.092728622793,1384.0,-0.7020702070207021,50.69091342227944,400,8.348161103256933,0.0,0.49504950495049505,RAKE,0.35325
mean_10.csv,INT32,49999.5034,1848.092728622793,1384.0,-0.7020702070207021,50.69091342227944,400,8.348161103256933,0.0,0.49504950495049505,RLE,0.18494166666666667
mean_10.csv,INT32,49999.5034,1848.092728622793,1384.0,-0.7020702070207021,50.69091342227944,400,8.348161103256933,0.0,0.49504950495049505,TS_2DIFF,0.11683333333333333
mean_10.csv,INT32,49999.5034,1848.092728622793,1384.0,-0.7020702070207021,50.69091342227944,400,8.348161103256933,0.0,0.49504950495049505,GORILLA,0.18294166666666667
mean_10.csv,INT32,49999.5034,1848.092728622793,1384.0,-0.7020702070207021,50.69091342227944,400,8.348161103256933,0.0,0.49504950495049505,PLAIN,0.26790833333333336
mean_10.csv,INT32,49999.5034,1848.092728622793,1384.0,-0.7020702070207021,50.69091342227944,400,8.348161103256933,0.0,0.49504950495049505,SPRINTZ,0.12844166666666668
mean_10.csv,INT32,49999.5034,1848.092728622793,1384.0,-0.7020702070207021,50.69091342227944,400,8.348161103256933,0.0,0.49504950495049505,RLBE,0.2765166666666667
mean_4.csv,INT32,-9999.4989,2120.959985195098,1325.0,-0.3367336733673367,49.908832995104895,368,8.446540673222316,0.0,0.5042504250425043,RAKE,0.82585
mean_4.csv,INT32,-9999.4989,2120.959985195098,1325.0,-0.3367336733673367,49.908832995104895,368,8.446540673222316,0.0,0.5042504250425043,RLE,0.35160833333333336
mean_4.csv,INT32,-9999.4989,2120.959985195098,1325.0,-0.3367336733673367,49.908832995104895,368,8.446540673222316,0.0,0.5042504250425043,TS_2DIFF,0.11643333333333333
mean_4.csv,INT32,-9999.4989,2120.959985195098,1325.0,-0.3367336733673367,49.908832995104895,368,8.446540673222316,0.0,0.5042504250425043,GORILLA,0.17898333333333333
mean_4.csv,INT32,-9999.4989,2120.959985195098,1325.0,-0.3367336733673367,49.908832995104895,368,8.446540673222316,0.0,0.5042504250425043,PLAIN,0.2511083333333333
mean_4.csv,INT32,-9999.4989,2120.959985195098,1325.0,-0.3367336733673367,49.908832995104895,368,8.446540673222316,0.0,0.5042504250425043,SPRINTZ,0.14705833333333335
mean_4.csv,INT32,-9999.4989,2120.959985195098,1325.0,-0.3367336733673367,49.908832995104895,368,8.446540673222316,0.0,0.5042504250425043,RLBE,0.2756166666666667
