DataSet,DataFile,Datatype,Compression,Encoding,Data Mean,Data Variance,Data Spread,Delta Mean,Delta Variance,Delta Spread,Repeat,Increase,Select Time,Insert Time
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/3,value_mean_4.csv,FLOAT,UNCOMPRESSED,RAKE,-20000.000000000004,2916.5662777126417,17661.845973890355,0.10623730519134705,50.024292426132476,445.97894732992427,0.0,0.5018250182501826,3.0994415283203126e-07,0.1751539945602417
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/3,value_mean_4.csv,FLOAT,UNCOMPRESSED,RLE,-20000.000000000004,2916.5662777126417,17661.845973890355,0.10623730519134705,50.024292426132476,445.97894732992427,0.0,0.5018250182501826,2.6226043701171877e-07,0.18838484287261964
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/3,value_mean_4.csv,FLOAT,UNCOMPRESSED,TS_2DIFF,-20000.000000000004,2916.5662777126417,17661.845973890355,0.10623730519134705,50.024292426132476,445.97894732992427,0.0,0.5018250182501826,2.86102294921875e-07,0.28852458000183107
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/3,value_mean_4.csv,FLOAT,UNCOMPRESSED,GORILLA,-20000.000000000004,2916.5662777126417,17661.845973890355,0.10623730519134705,50.024292426132476,445.97894732992427,0.0,0.5018250182501826,3.0994415283203126e-07,0.17973020076751708
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/3,value_mean_4.csv,FLOAT,UNCOMPRESSED,PLAIN,-20000.000000000004,2916.5662777126417,17661.845973890355,0.10623730519134705,50.024292426132476,445.97894732992427,0.0,0.5018250182501826,3.337860107421875e-07,0.13930554389953614
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/3,value_mean_4.csv,FLOAT,UNCOMPRESSED,SPRINTZ,-20000.000000000004,2916.5662777126417,17661.845973890355,0.10623730519134705,50.024292426132476,445.97894732992427,0.0,0.5018250182501826,3.0994415283203126e-07,0.13536241054534912
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/3,value_mean_4.csv,FLOAT,UNCOMPRESSED,RLBE,-20000.000000000004,2916.5662777126417,17661.845973890355,0.10623730519134705,50.024292426132476,445.97894732992427,0.0,0.5018250182501826,2.86102294921875e-07,0.18899071216583252
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/9,value_mean_4.csv,FLOAT,UNCOMPRESSED,RAKE,40000.00000000008,5369.73193776858,24688.678041722116,0.1963357623208272,49.998219029316324,447.9566599028003,0.0,0.5018250182501826,2.86102294921875e-07,0.1636289358139038
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/9,value_mean_4.csv,FLOAT,UNCOMPRESSED,RLE,40000.00000000008,5369.73193776858,24688.678041722116,0.1963357623208272,49.998219029316324,447.9566599028003,0.0,0.5018250182501826,3.814697265625e-07,0.1448514461517334
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/9,value_mean_4.csv,FLOAT,UNCOMPRESSED,TS_2DIFF,40000.00000000008,5369.73193776858,24688.678041722116,0.1963357623208272,49.998219029316324,447.9566599028003,0.0,0.5018250182501826,4.0531158447265624e-07,0.14853372573852539
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/9,value_mean_4.csv,FLOAT,UNCOMPRESSED,GORILLA,40000.00000000008,5369.73193776858,24688.678041722116,0.1963357623208272,49.998219029316324,447.9566599028003,0.0,0.5018250182501826,3.5762786865234375e-07,0.13578040599823
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/9,value_mean_4.csv,FLOAT,UNCOMPRESSED,PLAIN,40000.00000000008,5369.73193776858,24688.678041722116,0.1963357623208272,49.998219029316324,447.9566599028003,0.0,0.5018250182501826,2.6226043701171877e-07,0.13725690841674804
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/9,value_mean_4.csv,FLOAT,UNCOMPRESSED,SPRINTZ,40000.00000000008,5369.73193776858,24688.678041722116,0.1963357623208272,49.998219029316324,447.9566599028003,0.0,0.5018250182501826,3.337860107421875e-07,0.15896000862121581
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/9,value_mean_4.csv,FLOAT,UNCOMPRESSED,RLBE,40000.00000000008,5369.73193776858,24688.678041722116,0.1963357623208272,49.998219029316324,447.9566599028003,0.0,0.5018250182501826,4.291534423828125e-07,0.15092663764953612
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/6,value_mean_4.csv,FLOAT,UNCOMPRESSED,RAKE,10000.000000000022,5265.090101915744,22707.409666023777,0.20182638820683266,50.2513796980395,441.3562810304511,0.0,0.5018250182501826,2.1457672119140626e-07,0.1711505651473999
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/6,value_mean_4.csv,FLOAT,UNCOMPRESSED,RLE,10000.000000000022,5265.090101915744,22707.409666023777,0.20182638820683266,50.2513796980395,441.3562810304511,0.0,0.5018250182501826,3.814697265625e-07,0.15125617980957032
/home/srt_2022/client-py/data/learn/new_data50/new_data1/value_mean/6,value_mean_4.csv,FLOAT,UNCOMPRESSED,TS_2DIFF,10000.000000000022,5265.090101915744,22707.409666023777,0.20182638820683266,50.2513796980395,441.3562810304511,0.0,0.5018250182501826,3.0994415283203126e-07,0.1558137893676758
