Encoding,Encoding Time,Decoding Time,Compress Time,Uncompress Time,Compression Ratio,Encoding_sort
TS_2DIFF,1.0,0.6596021844197815,,,1.0,0
GORILLA,0.9825697941732379,0.9879533654554493,,,0.7053925545608352,1
RAKE,0.44085210420686827,1.0,,,0.0,2
RLE,0.99916420385958,0.47478560693233096,,,0.6993020086124782,3
RLBE,0.0,0.0,,,0.4286321730607924,4
SPRINTZ,0.9132286375745111,0.4202450321927059,,,0.6803912919486192,5
PLAIN,0.9626742233806557,0.873622645675373,,,0.03289497409709774,6
