Encoding,Encoding Time,Decoding Time,Compress Time,Uncompress Time,Compression Ratio,Encoding_sort
TS_2DIFF,1.0,0.6935417590362474,1.0,1.0,1.0,0
GORILLA,0.9806922045438481,1.0,0.4328078220723687,0.5909793141354966,0.34285815030684197,1
RAKE,0.4209134962318435,0.9998606126915521,0.15860019931862168,0.056610764304311556,0.054639542738884495,2
RLE,0.9999235857736775,0.6025230263869787,0.2195501397392685,0.40378867942989227,0.77205103926124,3
RLBE,0.0,0.0,0.25889055350261725,0.6828702221537961,0.0,4
SPRINTZ,0.9059450704325414,0.5533113352736738,0.7813327708704625,0.8577573970329133,0.4722152994025116,5
PLAIN,0.9473024881155302,0.7755705658423729,0.0,0.0,0.29941976833657447,6
