Encoding,Encoding Time,Decoding Time,Compress Time,Uncompress Time,Compression Ratio,Encoding_sort
TS_2DIFF,1.0,0.6225509757858867,1.0,1.0,1.0,0
GORILLA,0.9810778170656809,0.9989363634136257,0.11256999720994254,0.6279986740507806,0.2822642239265365,1
RAKE,0.3928127200046848,1.0,0.0,0.10895141111934181,0.26260331822376826,2
RLE,0.9999066327887196,0.5221127626491776,0.2546894100799484,0.5067735541900047,0.8818145183164636,3
RLBE,0.0,0.0,0.7176475078736537,0.7598714881445782,0.0,4
SPRINTZ,0.9005748626036052,0.43031720100914816,0.7185180257218626,0.765645059122917,0.4320351419634182,5
PLAIN,0.9467517209955308,0.7249631854733269,0.13683302202234982,0.0,0.47845522065668167,6
