DataSet,Compression,Encoding,Insert Time,Select Time
ingestion/UCI-data,SNAPPY,RAKE,0.1384599208831787,0.038929414749145505
ingestion/UCI-data,SNAPPY,RLE,0.15138282775878906,0.032270073890686035
ingestion/UCI-data,SNAPPY,TS_2DIFF,0.16423964500427246,0.032048368453979494
ingestion/UCI-data,SNAPPY,GORILLA,0.166727614402771,0.030931711196899414
ingestion/UCI-data,SNAPPY,PLAIN,0.15923197269439698,0.03305759429931641
ingestion/UCI-data,SNAPPY,SPRINTZ,0.15956480503082277,0.03367311954498291
ingestion/UCI-data,SNAPPY,RLBE,0.13772368431091309,0.03029460906982422
ingestion/UCI-data,GZIP,RAKE,0.13213953971862794,0.030597662925720213
ingestion/UCI-data,GZIP,RLE,0.141587233543396,0.031284141540527347
ingestion/UCI-data,GZIP,TS_2DIFF,0.16214077472686766,0.03126366138458252
ingestion/UCI-data,GZIP,GORILLA,0.1542294979095459,0.03483638763427734
ingestion/UCI-data,GZIP,PLAIN,0.15689759254455565,0.031617379188537596
ingestion/UCI-data,GZIP,SPRINTZ,0.15553698539733887,0.03057575225830078
ingestion/UCI-data,GZIP,RLBE,0.13678691387176514,0.029067325592041015
ingestion/UCI-data,NONE,RAKE,0.12520689964294435,0.031809759140014646
ingestion/UCI-data,NONE,RLE,0.14798154830932617,0.02899279594421387
ingestion/UCI-data,NONE,TS_2DIFF,0.15308027267456054,0.030829954147338866
ingestion/UCI-data,NONE,GORILLA,0.15840363502502441,0.02927525043487549
ingestion/UCI-data,NONE,PLAIN,0.15357344150543212,0.03074617385864258
ingestion/UCI-data,NONE,SPRINTZ,0.16742265224456787,0.029474520683288576
ingestion/UCI-data,NONE,RLBE,0.13028395175933838,0.033442211151123044
ingestion/UCI-data,LZ4,RAKE,0.1510946273803711,0.02957961559295654
ingestion/UCI-data,LZ4,RLE,0.1519399642944336,0.030069923400878905
ingestion/UCI-data,LZ4,TS_2DIFF,0.16397368907928467,0.03196408748626709
ingestion/UCI-data,LZ4,GORILLA,0.1708374500274658,0.033286094665527344
ingestion/UCI-data,LZ4,PLAIN,0.15931181907653807,0.029039645195007326
ingestion/UCI-data,LZ4,SPRINTZ,0.162495756149292,0.032844042778015135
ingestion/UCI-data,LZ4,RLBE,0.13701283931732178,0.03133800029754639
ingestion/东配楼气象,SNAPPY,RAKE,0.13547255992889404,0.02422187328338623
ingestion/东配楼气象,SNAPPY,RLE,0.14711620807647705,0.024510884284973146
ingestion/东配楼气象,SNAPPY,TS_2DIFF,0.15645463466644288,0.02517082691192627
ingestion/东配楼气象,SNAPPY,GORILLA,0.1594829797744751,0.023056602478027342
ingestion/东配楼气象,SNAPPY,PLAIN,0.17923407554626464,0.02230076789855957
