DataSet,Compression,Encoding,Insert Time,Select Time
ingestion/UCI-data,SNAPPY,RAKE,0.17478013038635254,0.05312986373901367
ingestion/UCI-data,SNAPPY,RLE,0.16093955039978028,0.04195866584777832
ingestion/UCI-data,SNAPPY,TS_2DIFF,0.14915473461151124,0.05149722099304199
ingestion/UCI-data,SNAPPY,GORILLA,0.150359582901001,0.028562402725219725
ingestion/UCI-data,SNAPPY,PLAIN,0.1581028461456299,0.032515525817871094
ingestion/UCI-data,SNAPPY,SPRINTZ,0.16272373199462892,0.03012075424194336
ingestion/UCI-data,SNAPPY,RLBE,0.14606592655181885,0.036071491241455075
ingestion/UCI-data,GZIP,RAKE,0.14626216888427734,0.03824949264526367
ingestion/UCI-data,GZIP,RLE,0.15787086486816407,0.03515784740447998
ingestion/UCI-data,GZIP,TS_2DIFF,0.14780061244964598,0.035180854797363284
ingestion/UCI-data,GZIP,GORILLA,0.16865098476409912,0.034104204177856444
ingestion/UCI-data,GZIP,PLAIN,0.14729666709899902,0.03452763557434082
ingestion/UCI-data,GZIP,SPRINTZ,0.15988175868988036,0.0357151985168457
ingestion/UCI-data,GZIP,RLBE,0.14026973247528077,0.034359979629516604
ingestion/UCI-data,NONE,RAKE,0.14391989707946778,0.03263180255889893
ingestion/UCI-data,NONE,RLE,0.1583716869354248,0.03062300682067871
ingestion/UCI-data,NONE,TS_2DIFF,0.17067604064941405,0.020587754249572755
ingestion/UCI-data,NONE,GORILLA,0.14796078205108643,0.021627402305603026
ingestion/UCI-data,NONE,PLAIN,0.15588862895965577,0.021240949630737305
ingestion/UCI-data,NONE,SPRINTZ,0.15602519512176513,0.022334957122802736
ingestion/UCI-data,NONE,RLBE,0.1433331251144409,0.023180341720581053
ingestion/UCI-data,LZ4,RAKE,0.15034239292144774,0.030730295181274413
ingestion/UCI-data,LZ4,RLE,0.18004860877990722,0.034634184837341306
ingestion/UCI-data,LZ4,TS_2DIFF,0.16854939460754395,0.03435404300689697
ingestion/UCI-data,LZ4,GORILLA,0.1540376663208008,0.03458933830261231
ingestion/UCI-data,LZ4,PLAIN,0.15976645946502685,0.03604133129119873
ingestion/UCI-data,LZ4,SPRINTZ,0.15414254665374755,0.03702189922332764
ingestion/UCI-data,LZ4,RLBE,0.1499483108520508,0.034042644500732425
ingestion/东配楼气象,SNAPPY,RAKE,0.148309063911438,0.025897860527038574
ingestion/东配楼气象,SNAPPY,RLE,0.1594846487045288,0.031877684593200686
ingestion/东配楼气象,SNAPPY,TS_2DIFF,0.17267942428588867,0.03258860111236572
ingestion/东配楼气象,SNAPPY,GORILLA,0.1673344135284424,0.030008387565612794
ingestion/东配楼气象,SNAPPY,PLAIN,0.1671959400177002,0.033060431480407715
ingestion/东配楼气象,SNAPPY,SPRINTZ,0.15564346313476562,0.03190102577209473
ingestion/东配楼气象,SNAPPY,RLBE,0.15559051036834717,0.02621614933013916
ingestion/东配楼气象,GZIP,RAKE,0.14458920955657958,0.022750663757324218
ingestion/东配楼气象,GZIP,RLE,0.148065447807312,0.024256515502929687
ingestion/东配楼气象,GZIP,TS_2DIFF,0.16634109020233154,0.020064282417297363
ingestion/东配楼气象,GZIP,GORILLA,0.16394519805908203,0.02292604446411133
ingestion/东配楼气象,GZIP,PLAIN,0.1548459529876709,0.022349739074707033
ingestion/东配楼气象,GZIP,SPRINTZ,0.16389920711517333,0.023160862922668456
ingestion/东配楼气象,GZIP,RLBE,0.14300000667572021,0.022072839736938476
ingestion/东配楼气象,NONE,RAKE,0.13759913444519042,0.02344088554382324
ingestion/东配楼气象,NONE,RLE,0.15738635063171386,0.02917191982269287
ingestion/东配楼气象,NONE,TS_2DIFF,0.1579582452774048,0.03180663585662842
ingestion/东配楼气象,NONE,GORILLA,0.16913769245147706,0.02899167537689209
ingestion/东配楼气象,NONE,PLAIN,0.1631751537322998,0.030798792839050293
ingestion/东配楼气象,NONE,SPRINTZ,0.1465078115463257,0.026294541358947755
ingestion/东配楼气象,NONE,RLBE,0.14779396057128907,0.023615050315856933
ingestion/东配楼气象,LZ4,RAKE,0.137001895904541,0.020378804206848143
ingestion/东配楼气象,LZ4,RLE,0.165579891204834,0.020353865623474122
ingestion/东配楼气象,LZ4,TS_2DIFF,0.15804429054260255,0.022261333465576173
ingestion/东配楼气象,LZ4,GORILLA,0.17267289161682128,0.021386098861694337
ingestion/东配楼气象,LZ4,PLAIN,0.1960479736328125,0.021174049377441405
ingestion/东配楼气象,LZ4,SPRINTZ,0.16589150428771973,0.024805331230163576
ingestion/东配楼气象,LZ4,RLBE,0.16773817539215088,0.022856259346008302
ingestion/中船,SNAPPY,RAKE,0.13042566776275635,0.021592068672180175
ingestion/中船,SNAPPY,RLE,0.16853444576263427,0.021746730804443358
ingestion/中船,SNAPPY,TS_2DIFF,0.156204891204834,0.023025202751159667
ingestion/中船,SNAPPY,GORILLA,0.15099925994873048,0.022811388969421385
ingestion/中船,SNAPPY,PLAIN,0.15300362110137938,0.021803903579711913
ingestion/中船,SNAPPY,SPRINTZ,0.16385657787323,0.022418856620788574
ingestion/中船,SNAPPY,RLBE,0.15684986114501953,0.021397495269775392
ingestion/中船,GZIP,RAKE,0.14078173637390137,0.021602320671081542
ingestion/中船,GZIP,RLE,0.14843409061431884,0.020725083351135255
ingestion/中船,GZIP,TS_2DIFF,0.15413050651550292,0.021265697479248048
ingestion/中船,GZIP,GORILLA,0.16961390972137452,0.021835589408874513
ingestion/中船,GZIP,PLAIN,0.15096819400787354,0.021877098083496093
ingestion/中船,GZIP,SPRINTZ,0.16224358081817628,0.021205711364746093
ingestion/中船,GZIP,RLBE,0.166925311088562,0.020740246772766112
ingestion/中船,NONE,RAKE,0.13670701980590821,0.021044421195983886
ingestion/中船,NONE,RLE,0.15953104496002196,0.02396204471588135
ingestion/中船,NONE,TS_2DIFF,0.177453351020813,0.02359910011291504
ingestion/中船,NONE,GORILLA,0.15916693210601807,0.021385908126831055
ingestion/中船,NONE,PLAIN,0.15929298400878905,0.021669626235961914
ingestion/中船,NONE,SPRINTZ,0.16378467082977294,0.021343183517456055
ingestion/中船,NONE,RLBE,0.15214521884918214,0.02173764705657959
ingestion/中船,LZ4,RAKE,0.13456478118896484,0.021111774444580077
ingestion/中船,LZ4,RLE,0.16510300636291503,0.02199399471282959
ingestion/中船,LZ4,TS_2DIFF,0.15688703060150147,0.020639538764953613
ingestion/中船,LZ4,GORILLA,0.15482110977172853,0.02492787837982178
ingestion/中船,LZ4,PLAIN,0.1701430320739746,0.02953178882598877
ingestion/中船,LZ4,SPRINTZ,0.16799116134643555,0.03157501220703125
ingestion/中船,LZ4,RLBE,0.17463574409484864,0.03068549633026123
ingestion/潍柴,SNAPPY,RAKE,0.15056564807891845,0.020433568954467775
ingestion/潍柴,SNAPPY,RLE,0.17867233753204345,0.022704553604125977
ingestion/潍柴,SNAPPY,TS_2DIFF,0.1591024875640869,0.020654177665710448
ingestion/潍柴,SNAPPY,GORILLA,0.15640313625335694,0.021503162384033204
ingestion/潍柴,SNAPPY,PLAIN,0.15426201820373536,0.021821808815002442
ingestion/潍柴,SNAPPY,SPRINTZ,0.16328351497650145,0.021724820137023926
ingestion/潍柴,SNAPPY,RLBE,0.16574292182922362,0.021430230140686034
ingestion/潍柴,GZIP,RAKE,0.1342308521270752,0.022556591033935546
ingestion/潍柴,GZIP,RLE,0.17181737422943116,0.020595145225524903
ingestion/潍柴,GZIP,TS_2DIFF,0.17904942035675048,0.019184088706970213
ingestion/潍柴,GZIP,GORILLA,0.16696338653564452,0.022083210945129394
ingestion/潍柴,GZIP,PLAIN,0.16856584548950196,0.021505236625671387
ingestion/潍柴,GZIP,SPRINTZ,0.1675356149673462,0.022914791107177736
ingestion/潍柴,GZIP,RLBE,0.1827611207962036,0.020696592330932618
ingestion/潍柴,NONE,RAKE,0.13714103698730468,0.02177090644836426
ingestion/潍柴,NONE,RLE,0.17076923847198486,0.024273061752319337
ingestion/潍柴,NONE,TS_2DIFF,0.17074358463287354,0.023709774017333984
ingestion/潍柴,NONE,GORILLA,0.15789504051208497,0.02097663879394531
ingestion/潍柴,NONE,PLAIN,0.16514286994934083,0.023577022552490234
ingestion/潍柴,NONE,SPRINTZ,0.16094202995300294,0.023581790924072265
ingestion/潍柴,NONE,RLBE,0.16129562854766846,0.023580336570739747
ingestion/潍柴,LZ4,RAKE,0.1519329309463501,0.022788214683532714
