Exponent,Types,Length,Repeat,RLE,PLAIN,HUFFMAN,DICTIONARY,MTF,BW,AC
0.0065726539234861,150,0.4997723108952117,1000.0,0,0,0,1,0,0,0
0.0,2,0.9478425794215268,1054.5,0,0,0,1,0,0,0
0.0,2,0.999,1000.0,0,0,0,1,0,0,0
2.909509919100021e-05,5,0.5003752,100.0,0,0,0,1,0,0,0
2.9919948587052267e-05,9,0.5460247614856891,100.0,0,0,0,1,0,0,0
3.4684754978663044e-05,43,0.4800294064694232,100.0,0,0,0,1,0,0,0
0.1699250014423123,99337,0.037378787909479,360.38381,0,0,0,0,1,0,0
0.0,98629,0.0371192018349575,367.45483,0,0,0,0,1,0,0
0.0,2,0.4971287940935193,609.5,0,0,0,1,0,0,0
0.0,600,0.4992411172796669,1000.0,0,0,0,0,0,1,0
0.1154772174199358,99554,0.0383943499057796,342.09695,0,0,0,0,1,0,0
0.0,2,0.8974484789008832,1019.0,0,0,0,1,0,0,0
0.0,2,0.5148760330578512,605.0,0,0,0,1,0,0,0
0.0,2,0.5136138613861386,404.0,0,0,0,1,0,0,0
0.0473057147783568,1350,0.4999436849410132,1000.0,0,0,0,0,0,1,0
0.0,5815,0.053202327318829,30.384178847807394,0,0,0,0,0,1,0
0.1926450779423958,98423,0.0414246613811207,316.49963,0,0,0,0,1,0,0
0.0,2,0.4802631578947368,304.0,0,0,0,1,0,0,0
0.0,2,0.4950738916256157,203.0,0,0,0,1,0,0,0
0.0230836131130412,600,0.4988480222068008,1000.0,0,0,0,0,0,1,0
2.935439322318804e-05,6,0.4798729974599492,100.0,0,0,0,1,0,0,0
0.15200309344505,98723,0.040763625870885,328.91971,0,0,0,0,1,0,0
0.0,2,0.4966887417218543,302.0,0,0,0,1,0,0,0
0.0,2,0.5673076923076923,104.0,0,0,0,1,0,0,0
0.2630344058337938,99569,0.0380632364916796,348.83371,0,0,0,0,1,0,0
0.0,2,0.9665,1000.0,0,0,0,1,0,0,0
3.122953126205422e-05,17,0.5026395583735024,100.0,0,0,0,1,0,0,0
0.0,1050,0.4991130117973629,1000.0,0,0,0,0,0,1,0
0.0,2,0.9335956714215444,1016.5,0,0,0,1,0,0,0
7.818425911083502e-05,59,0.0020508645371394,10.938226826239132,0,0,0,1,0,0,0
4.742509298080642e-05,246,0.5187479472904234,100.0,0,0,0,1,0,0,0
0.0124909441831968,300,0.4997115891741845,1000.0,0,0,0,0,0,1,0
3.122953126205422e-05,17,0.5419181150869052,100.0,0,0,0,1,0,0,0
0.0130561528254462,300,0.5004892088827203,1000.0,0,0,0,0,0,1,0
0.0,2,0.999,1000.0,0,0,0,1,0,0,0
0.0324214776923774,900,0.4995038167938931,1000.0,0,0,0,0,0,1,0
2.8912013966809636e-05,3,0.4799818,100.0,0,0,0,1,0,0,0
0.0458036896131247,1350,0.4990594166870908,1000.0,0,0,0,0,0,1,0
0.0,2,0.9578637922586968,1020.5,0,0,0,1,0,0,0
0.0067891656626391,150,0.4983782789729354,1000.0,0,0,0,1,0,0,0
0.0,2,0.9079011148812408,1031.5,0,0,0,1,0,0,0
2.9919948587052267e-05,9,0.4158317499049943,100.0,0,0,0,1,0,0,0
2.8861116097790825e-05,2,0.459988,100.0,0,0,0,1,0,0,0
5.005968323639614e-05,1,0.494,1000.0,0,0,0,1,0,0,0
0.0,2,0.5107958050586058,810.5,0,0,0,1,0,0,0
0.0,99412,0.0440554054240079,326.16951,0,0,0,0,1,0,0
0.0,2,0.4977733795150915,1010.5,0,0,0,1,0,0,0
0.0,2,0.9765,1000.0,0,0,0,1,0,0,0
0.0,2,0.9257598405580468,1003.5,0,0,0,1,0,0,0
2.909509919100021e-05,5,0.5490342,100.0,0,0,0,1,0,0,0
4.742509298080642e-05,246,0.4670090519485721,100.0,0,0,0,1,0,0,0
0.0,2,0.5252774352651048,405.5,0,0,0,1,0,0,0
0.0,2,0.99,1000.0,0,0,0,1,0,0,0
0.0,1050,0.4998007286606523,1000.0,0,0,0,0,0,1,0
0.0,2,0.475,100.0,0,0,0,1,0,0,0
0.0,2,0.988574267262792,1006.5,0,0,0,1,0,0,0
0.0,2,0.9273715415019764,1012.0,0,0,0,1,0,0,0
0.0,2,0.506429277942631,1011.0,0,0,0,1,0,0,0
0.1699250014423123,98890,0.0402918426350604,323.7087,0,0,0,0,1,0,0
2.886862381699348e-05,2,0.4999855997119942,100.0,0,0,0,1,0,0,0
3.4684754978663044e-05,43,0.5337504250935206,100.0,0,0,0,1,0,0,0
0.0,99358,0.0388610913246081,342.11031,0,0,0,0,1,0,0
0.2630344058337938,99486,0.0439955211390244,319.66163,0,0,0,0,1,0,0
0.0,99444,0.0428810458902021,329.79676,0,0,0,0,1,0,0
1.0739572045240089e-05,3,0.0,9.868465620413232,0,0,0,1,0,0,0
0.0,2,0.5172981878088962,910.5,0,0,0,1,0,0,0
0.0238467419543676,600,0.4998210964607911,1000.0,0,0,0,0,0,1,0
2.886862381699348e-05,2,0.4799951999039981,100.0,0,0,0,1,0,0,0
0.0,1500,0.4999162734212352,1000.0,0,0,0,0,0,1,0
2.9919948587052267e-05,9,0.4514512870772246,100.0,0,0,0,1,0,0,0
2.935439322318804e-05,6,0.4594407888157763,100.0,0,0,0,1,0,0,0
0.0,2,0.5245700245700246,407.0,0,0,0,1,0,0,0
0.0,2,0.93310546875,1024.0,0,0,0,1,0,0,0
0.0067891656626391,150,0.4987892088827203,1000.0,0,0,0,1,0,0,0
0.0588936890535686,98549,0.0429775972538017,317.06961,0,0,0,0,1,0,0
0.0230836131130412,600,0.5001391047883414,1000.0,0,0,0,0,0,1,0
0.2630344058337938,99185,0.0343596062954819,407.14087,0,0,0,0,1,0,0
3.318561976726622e-05,79,0.00716523766729,7.263146381393248,0,0,0,1,0,0,0
0.0,2,0.9895,1000.0,0,0,0,1,0,0,0
0.0,450,0.498343095072866,1000.0,0,0,0,0,0,1,0
0.222392421336448,99745,0.0413898037249186,325.61087,0,0,0,0,1,0,0
0.0,2,0.5168447000821693,608.5,0,0,0,1,0,0,0
0.222392421336448,99380,0.0395591167614445,331.23237,0,0,0,0,1,0,0
3.4684754978663044e-05,43,0.4571147652483546,100.0,0,0,0,1,0,0,0
0.0,2,0.981,1000.0,0,0,0,1,0,0,0
2.935439322318804e-05,6,0.4213998279965599,100.0,0,0,0,1,0,0,0
2.886862381699348e-05,2,0.5999519990399808,100.0,0,0,0,1,0,0,0
0.0,98733,0.0412774190446575,322.39225,0,0,0,0,1,0,0
0.0,2,0.915603532875368,1019.0,0,0,0,1,0,0,0
0.0374747054186629,1050,0.4997498265093685,1000.0,0,0,0,0,0,1,0
0.0,2,0.514446793516561,709.5,0,0,0,1,0,0,0
0.0,2,0.942941465814068,1016.5,0,0,0,1,0,0,0
5.005968323639614e-05,1,0.504,1000.0,0,0,0,1,0,0,0
0.0,2,0.9775,1000.0,0,0,0,1,0,0,0
0.0,99594,0.0381594159999241,353.54105,0,0,0,0,1,0,0
2.8861116097790825e-05,2,0.5499712,100.0,0,0,0,1,0,0,0
0.0,2,0.9338271604938272,1012.5,0,0,0,1,0,0,0
2.886862381699348e-05,2,0.4799903998079962,100.0,0,0,0,1,0,0,0
0.1699250014423123,98694,0.0410479607727358,325.26561,0,0,0,0,1,0,0
0.0,2,0.999,1000.0,0,0,0,1,0,0,0
0.0,98795,0.0365885286413965,372.97291,0,0,0,0,1,0,0
4.742509298080642e-05,246,0.505805863740137,100.0,0,0,0,1,0,0,0
3.122953126205422e-05,17,0.4223589415364921,100.0,0,0,0,1,0,0,0
0.0,2,0.999,1000.0,0,0,0,1,0,0,0
0.0,99119,0.0423651425236784,327.71116,0,0,0,0,1,0,0
0.0,2,0.5231527093596059,507.5,0,0,0,1,0,0,0
0.0,2,0.5046324891908586,809.5,0,0,0,1,0,0,0
0.0066946525740083,150,0.4979073213046495,1000.0,0,0,0,1,0,0,0
0.0,2,0.9234567901234568,1012.5,0,0,0,1,0,0,0
0.0010127729730685,5245,0.1185844043168235,10.78487354634752,0,0,0,0,1,0,0
0.0,2,0.989,1000.0,0,0,0,1,0,0,0
0.0223678130284545,600,0.4990135669673837,1000.0,0,0,0,0,0,1,0
0.1926450779423958,99227,0.0438683115925523,328.61055,0,0,0,0,1,0,0
0.0,98800,0.0408885190085604,321.6656,0,0,0,0,1,0,0
0.0280143761695964,750,0.499710825815406,1000.0,0,0,0,0,0,1,0
2.935439322318804e-05,6,0.499629992599852,100.0,0,0,0,1,0,0,0
2.8971816110340637e-05,4,0.4998940021199576,100.0,0,0,0,1,0,0,0
0.0,2,0.9243902439024392,1025.0,0,0,0,1,0,0,0
4.742509298080642e-05,246,0.4999977970921616,100.0,0,0,0,1,0,0,0
0.0,2,0.9163797343826856,1016.5,0,0,0,1,0,0,0
3.122953126205422e-05,17,0.499036942216533,100.0,0,0,0,1,0,0,0
0.0,5815,0.0352809238509956,17.02098022355976,0,0,0,0,0,1,0
3.726401676255766e-05,9,5.103926144147124e-06,6.912879643220052,0,0,0,1,0,0,0
0.0,1050,0.4993379250520472,1000.0,0,0,0,0,0,1,0
3.4684754978663044e-05,43,0.4798359639120606,100.0,0,0,0,1,0,0,0
0.0,2,0.9378418697165588,1005.5,0,0,0,1,0,0,0
0.0,98966,0.0418244689812349,325.09821,0,0,0,0,1,0,0
0.0,2,0.9633663366336632,1010.0,0,0,0,1,0,0,0
0.0,1500,0.5000404233171408,1000.0,0,0,0,0,0,1,0
0.0172779914318354,450,0.500005412907703,1000.0,0,0,0,0,0,1,0
0.0,2,0.9249753208292202,1013.0,0,0,0,1,0,0,0
0.1699250014423123,98275,0.0409863045890955,349.95153,0,0,0,0,1,0,0
0.0,2,0.9925,1000.0,0,0,0,1,0,0,0
0.0285691521967709,750,0.499600693962526,1000.0,0,0,0,0,0,1,0
0.0130561528254462,300,0.499959333795975,1000.0,0,0,0,0,0,1,0
2.775240775477756e-05,526,0.0068066184466027,8.572647341086146,0,0,0,1,0,0,0
0.0,2,0.5129789864029666,404.5,0,0,0,1,0,0,0
2.886862381699348e-05,2,0.4200432008640173,100.0,0,0,0,1,0,0,0
5.005968323639614e-05,1,0.517,1000.0,0,0,0,1,0,0,0
0.012939055707498,300,0.4996331020124913,1000.0,0,0,0,0,0,1,0
0.0,2,0.934963325183374,1022.5,0,0,0,1,0,0,0
0.0186156781673468,450,0.4996377862595419,1000.0,0,0,0,0,0,1,0
0.0183785293148545,450,0.5008070437196391,1000.0,0,0,0,0,0,1,0
0.0,98003,0.0410825752191888,318.36125,0,0,0,0,1,0,0
2.9919948587052267e-05,9,0.479782786967218,100.0,0,0,0,1,0,0,0
0.0,2,0.999,1000.0,0,0,0,1,0,0,0
0.0,750,0.4996282442748092,1000.0,0,0,0,0,0,1,0
5.005968323639614e-05,1,0.503,1000.0,0,0,0,1,0,0,0
0.0,2,0.5145967342899554,1010.5,0,0,0,1,0,0,0
0.0,2,0.5040448039825762,803.5,0,0,0,1,0,0,0
0.0,2,0.5222112537018756,506.5,0,0,0,1,0,0,0
0.0,2,0.5057377049180328,610.0,0,0,0,1,0,0,0
0.0,99367,0.0412788754990007,311.96344,0,0,0,0,1,0,0
0.0,2,0.9895,1000.0,0,0,0,1,0,0,0
0.0,2,0.4883720930232558,301.0,0,0,0,1,0,0,0
0.0,2,0.9452322738386308,1022.5,0,0,0,1,0,0,0
1.0888552081728494e-05,2,0.0,4.065026250423394,0,0,0,1,0,0,0
2.909509919100021e-05,5,0.4798834,100.0,0,0,0,1,0,0,0
4.742509298080642e-05,246,0.4811981815997116,100.0,0,0,0,1,0,0,0
2.909509919100021e-05,5,0.4596828,100.0,0,0,0,1,0,0,0
2.8912013966809636e-05,3,0.4201734,100.0,0,0,0,1,0,0,0
0.01435529297707,5647,0.0254637720558727,26.56818572656922,0,0,0,0,0,1,0
0.0,98559,0.0419266188826979,350.84012,0,0,0,0,1,0,0
0.0250909809628305,24918,0.171840070001129,10.0,0,0,0,0,1,0,0
0.0,2,0.8989650073928044,1014.5,0,0,0,1,0,0,0
0.0,2,0.5083179297597042,811.5,0,0,0,1,0,0,0
0.0,2,0.5077017868145409,811.5,0,0,0,1,0,0,0
0.0,2,0.5053003533568905,707.5,0,0,0,1,0,0,0
1.0252202350786271e-05,182,0.0189137694100152,1.0629375070565654,0,0,0,1,0,0,0
0.0,1350,0.4991168632893824,1000.0,0,0,0,0,0,1,0
0.0339473319233375,900,0.4994746009715475,1000.0,0,0,0,0,0,1,0
0.222392421336448,99213,0.0400140691779868,329.77051,0,0,0,0,1,0,0
5.005968323639614e-05,1,0.515,1000.0,0,0,0,1,0,0,0
2.718193970714272e-05,11553,0.0191342543792119,9.532911821158406,0,0,0,1,0,0,0
0.0,2,0.4975369458128079,203.0,0,0,0,1,0,0,0
2.886862381699348e-05,2,0.4599759995199904,100.0,0,0,0,1,0,0,0
0.0,2,0.528052805280528,303.0,0,0,0,1,0,0,0
2.888307272206684e-05,3,0.549881,100.0,0,0,0,1,0,0,0
2.888307272206684e-05,3,0.5999,100.0,0,0,0,1,0,0,0
2.8971816110340637e-05,4,0.4106613867722645,100.0,0,0,0,1,0,0,0
0.1699250014423123,99288,0.0391093141594271,363.58858,0,0,0,0,1,0,0
2.8971816110340637e-05,4,0.4598288034239315,100.0,0,0,0,1,0,0,0
2.888307272206684e-05,3,0.4799822,100.0,0,0,0,1,0,0,0
2.8912013966809636e-05,3,0.549763,100.0,0,0,0,1,0,0,0
2.9919948587052267e-05,9,0.4993649618977138,100.0,0,0,0,1,0,0,0
0.0,2,0.5123762376237624,202.0,0,0,0,1,0,0,0
2.064665069888737e-05,28,0.0012842736134406,1.0055111775996386,0,0,0,0,1,0,0
0.0,2,0.9137677609015188,1020.5,0,0,0,1,0,0,0
0.0506260730699681,1500,0.4991786259541985,1000.0,0,0,0,0,0,1,0
0.0,2,0.523937360178971,1117.5,0,0,0,1,0,0,0
0.0,2,0.964,1000.0,0,0,0,1,0,0,0
3.122953126205422e-05,17,0.4797033822029322,100.0,0,0,0,1,0,0,0
2.935439322318804e-05,6,0.5983045660913219,100.0,0,0,0,1,0,0,0
1.666266325064699e-05,18,0.0017536935628992,6.007578751270182,0,0,0,1,0,0,0
2.8971816110340637e-05,4,0.5001901961960761,100.0,0,0,0,1,0,0,0
0.2630344058337938,99412,0.0438226338728697,324.26417,0,0,0,0,1,0,0
0.0,2,0.9013386217154188,1008.5,0,0,0,1,0,0,0
0.0,98610,0.040753405696564,324.56723,0,0,0,0,1,0,0
