Exponent,Types,Length,Repeat,RLE,PLAIN,HUFFMAN,DICTIONARY,MTF,BW,AC
0.0,2,0.9198044009779952,1022.5,0,0,0,1,0,0,0
0.0,1350,0.499989174184594,1000.0,0,0,0,0,0,1,0
0.2630344058337938,99433,0.0373073211665936,381.90949,0,0,0,0,1,0,0
0.0,2,0.9461728395061728,1012.5,0,0,0,1,0,0,0
3.122953126205422e-05,17,0.459126947616857,100.0,0,0,0,1,0,0,0
0.0118741002882917,300,0.5012706453851492,1000.0,0,0,0,0,0,1,0
0.0,98701,0.0431052656917367,321.12666,0,0,0,0,1,0,0
0.0,98552,0.0389815275296105,347.30168,0,0,0,0,1,0,0
0.0,2,0.9761549925484352,1006.5,0,0,0,1,0,0,0
0.0,1200,0.4996758848022207,1000.0,0,0,0,0,0,1,0
0.0,2,0.9753946146703808,1077.0,0,0,0,1,0,0,0
2.718193970714272e-05,186,0.004296677111282,8.650156655752513,0,0,0,1,0,0,0
0.3219280948873623,99532,0.039200847837411,336.98914,0,0,0,0,1,0,0
0.0,2,0.5047039291643608,903.5,0,0,0,1,0,0,0
0.0,2,0.5051546391752577,1115.5,0,0,0,1,0,0,0
3.122953126205422e-05,17,0.4258521511290677,100.0,0,0,0,1,0,0,0
0.0004593838729753,18506,0.0203592814371257,14.40650756463814,0,0,0,0,1,0,0
0.0,2,0.5057471264367817,609.0,0,0,0,1,0,0,0
0.0506260730699681,1500,0.4994038861901457,1000.0,0,0,0,0,0,1,0
0.0,2,0.989,1000.0,0,0,0,1,0,0,0
3.479265994535823e-05,208,0.0819657397098203,12.954640397425765,0,0,0,1,0,0,0
0.0,2,0.8938356164383562,1022.0,0,0,0,1,0,0,0
0.15200309344505,98741,0.0443403576236483,325.88393,0,0,0,0,1,0,0
0.0,2,0.5084577114427861,1005.0,0,0,0,1,0,0,0
0.0,98914,0.0371969602218129,360.5921,0,0,0,0,1,0,0
2.8971816110340637e-05,4,0.4501639967200656,100.0,0,0,0,1,0,0,0
0.0,2,0.94140625,1024.0,0,0,0,1,0,0,0
0.0,98721,0.0412245052116096,321.43236,0,0,0,0,1,0,0
2.8971816110340637e-05,4,0.5495194096118078,100.0,0,0,0,1,0,0,0
0.0,2,0.5221238938053098,508.5,0,0,0,1,0,0,0
0.0,99603,0.0414603592897777,320.77339,0,0,0,0,1,0,0
0.0,2,0.4676616915422885,100.5,0,0,0,1,0,0,0
0.0,99389,0.0366786236585583,377.02069,0,0,0,0,1,0,0
0.0,2,0.958,1000.0,0,0,0,1,0,0,0
0.0,98303,0.0410066645463545,321.39922,0,0,0,0,1,0,0
0.0,2,0.5160493827160494,202.5,0,0,0,1,0,0,0
0.0,2,0.504941599281222,1113.0,0,0,0,1,0,0,0
0.0,2,0.5297029702970297,101.0,0,0,0,1,0,0,0
0.0,2,0.5106732348111659,913.5,0,0,0,1,0,0,0
2.909509919100021e-05,5,0.4206988,100.0,0,0,0,1,0,0,0
2.8861116097790825e-05,2,0.4500096,100.0,0,0,0,1,0,0,0
0.1926450779423958,99197,0.0386212555681315,336.91059,0,0,0,0,1,0,0
3.122953126205422e-05,17,0.4796395783747025,100.0,0,0,0,1,0,0,0
0.1699250014423123,97227,0.0425130352772918,321.69051,0,0,0,0,1,0,0
0.0,2,0.981345115365734,1018.5,0,0,0,1,0,0,0
2.8912013966809636e-05,3,0.5000952,100.0,0,0,0,1,0,0,0
0.0,2,0.99,1000.0,0,0,0,1,0,0,0
0.0,2,0.510341726618705,1112.0,0,0,0,1,0,0,0
0.1154772174199358,99454,0.0441038440924758,313.32779,0,0,0,0,1,0,0
3.4684754978663044e-05,43,0.4610214247134369,100.0,0,0,0,1,0,0,0
0.0067573661753088,150,0.4998553435114504,1000.0,0,0,0,1,0,0,0
0.0,2,0.9660377358490566,1060.0,0,0,0,1,0,0,0
0.0,2,0.5067385444743935,1113.0,0,0,0,1,0,0,0
3.4684754978663044e-05,43,0.4327618075976714,100.0,0,0,0,1,0,0,0
2.8861116097790825e-05,2,0.4100384,100.0,0,0,0,1,0,0,0
0.1926450779423958,98961,0.0456669318678732,324.06841,0,0,0,0,1,0,0
0.0418201756946269,1200,0.4991331020124913,1000.0,0,0,0,0,0,1,0
0.0,2,0.5195439739413681,307.0,0,0,0,1,0,0,0
0.0,99413,0.0369413649919636,366.35571,0,0,0,0,1,0,0
0.0,2,0.999,1000.0,0,0,0,1,0,0,0
4.031619949917319e-05,255,0.0123716690833007,14.76545387828836,0,0,0,1,0,0,0
0.0,2,0.911310413552566,1003.5,0,0,0,1,0,0,0
2.888307272206684e-05,3,0.4599538,100.0,0,0,0,1,0,0,0
0.2630344058337938,98695,0.0357774107101071,391.0269,0,0,0,0,1,0,0
0.0,98709,0.0369290435353188,369.66216,0,0,0,0,1,0,0
0.0,2,0.9199604743083004,1012.0,0,0,0,1,0,0,0
0.0331668639351993,900,0.4994155447605829,1000.0,0,0,0,0,0,1,0
0.0,2,0.4930830039525691,506.0,0,0,0,1,0,0,0
0.0,2,0.9592911877394636,1044.0,0,0,0,1,0,0,0
5.005968323639614e-05,1,0.525,1000.0,0,0,0,1,0,0,0
0.0,2,0.909314933464761,1014.5,0,0,0,1,0,0,0
0.0339473319233375,900,0.5000531228313672,1000.0,0,0,0,0,0,1,0
0.0234589728239889,600,0.4992744968771686,1000.0,0,0,0,0,0,1,0
0.0,750,0.5002204371963914,1000.0,0,0,0,0,0,1,0
0.0269670476002693,750,0.4990983344899375,1000.0,0,0,0,0,0,1,0
2.935439322318804e-05,6,0.5007336146722935,100.0,0,0,0,1,0,0,0
0.0,99472,0.0410050170961571,321.42896,0,0,0,0,1,0,0
0.0,2,0.5306930693069307,505.0,0,0,0,1,0,0,0
2.9919948587052267e-05,9,0.5964687881272877,100.0,0,0,0,1,0,0,0
0.0,98707,0.0408746947034302,322.93599,0,0,0,0,1,0,0
0.0,2,0.9408842523596622,1006.5,0,0,0,1,0,0,0
2.935439322318804e-05,6,0.4506892137842757,100.0,0,0,0,1,0,0,0
0.0123837244558323,300,0.4977433379597502,1000.0,0,0,0,0,0,1,0
0.0,2,0.9584694353709752,1071.5,0,0,0,1,0,0,0
0.0,2,0.47,100.0,0,0,0,1,0,0,0
0.0,2,0.4971870604781997,711.0,0,0,0,1,0,0,0
1.075887377750896e-05,3,0.0,9.867096646720109,0,0,0,1,0,0,0
5.005968323639614e-05,1,0.488,1000.0,0,0,0,1,0,0,0
2.888307272206684e-05,3,0.4101612,100.0,0,0,0,1,0,0,0
2.886862381699348e-05,2,0.4100768015360307,100.0,0,0,0,1,0,0,0
0.0,2,0.952686052242484,1014.5,0,0,0,1,0,0,0
3.4684754978663044e-05,43,0.5045668046970333,100.0,0,0,0,1,0,0,0
5.005968323639614e-05,1,0.513,1000.0,0,0,0,1,0,0,0
0.15200309344505,99133,0.0385778820394156,339.72653,0,0,0,0,1,0,0
0.0473057147783568,1350,0.4996309507286606,1000.0,0,0,0,0,0,1,0
0.0,5815,0.0461191013907048,13.02098022355976,0,0,0,0,0,1,0
0.0,98182,0.0462720099792369,319.63967,0,0,0,0,1,0,0
2.888307272206684e-05,3,0.4799906,100.0,0,0,0,1,0,0,0
0.0331668639351993,900,0.5000174878556558,1000.0,0,0,0,0,0,1,0
5.791048835254815e-05,115,0.0194289242167001,1.1429871852771818,0,0,0,0,1,0,0
0.1699250014423123,98582,0.0363798628196223,372.20921,0,0,0,0,1,0,0
0.0473057147783568,1350,0.4991377515614157,1000.0,0,0,0,0,0,1,0
0.0,2,0.5208845208845209,610.5,0,0,0,1,0,0,0
5.005968323639614e-05,1,0.514,1000.0,0,0,0,1,0,0,0
0.0374747054186629,1050,0.4999697432338654,1000.0,0,0,0,0,0,1,0
3.4684754978663044e-05,43,0.4362011642561363,100.0,0,0,0,1,0,0,0
0.0,2,0.9825,1000.0,0,0,0,1,0,0,0
0.0,2,0.9293129016312408,1011.5,0,0,0,1,0,0,0
0.0,99280,0.0421941194864483,338.69933,0,0,0,0,1,0,0
4.552596415249192e-05,225,0.0064685545173627,11.721752568589816,0,0,0,1,0,0,0
0.0,2,0.5035733919736118,909.5,0,0,0,1,0,0,0
0.0,2,0.5046524356869184,913.5,0,0,0,1,0,0,0
0.0,2,0.9797830374753452,1014.0,0,0,0,1,0,0,0
5.247022389286605e-05,235,0.0122312771763666,9.45642570847917,0,0,0,1,0,0,0
0.0,2,0.9018253576714356,1013.5,0,0,0,1,0,0,0
0.0418201756946269,1200,0.4999232824427481,1000.0,0,0,0,0,0,1,0
2.909509919100021e-05,5,0.4997994,100.0,0,0,0,1,0,0,0
2.9919948587052267e-05,9,0.4796985819149149,100.0,0,0,0,1,0,0,0
0.0,2,0.945705824284304,1013.0,0,0,0,1,0,0,0
0.0,2,0.5099337748344371,302.0,0,0,0,1,0,0,0
0.0,2,0.5427872860635696,204.5,0,0,0,1,0,0,0
0.1699250014423123,98891,0.0409038777705918,322.29756,0,0,0,0,1,0,0
0.0,2,0.9610261470152937,1013.5,0,0,0,1,0,0,0
0.0,2,0.514041514041514,409.5,0,0,0,1,0,0,0
2.8971816110340637e-05,4,0.599592608147837,100.0,0,0,0,1,0,0,0
0.0285691521967709,750,0.4993386537126995,1000.0,0,0,0,0,0,1,0
0.0,2,0.5168316831683168,505.0,0,0,0,1,0,0,0
0.1926450779423958,98277,0.0406982768491907,330.63734,0,0,0,0,1,0,0
1.019806698278522e-05,5,0.0,1.0108741673252797,0,0,0,1,0,0,0
2.888307272206684e-05,3,0.45004,100.0,0,0,0,1,0,0,0
2.8861116097790825e-05,2,0.4799976,100.0,0,0,0,1,0,0,0
0.0,300,0.4990024635669673,1000.0,0,0,0,0,0,1,0
0.0034390839667709,50664,0.0196278772470701,14.68305436378006,0,0,0,0,1,0,0
0.0,99716,0.0431544358265219,331.91165,0,0,0,0,1,0,0
0.0,2,0.5187007874015748,1016.0,0,0,0,1,0,0,0
0.0,1050,0.4992585704371964,1000.0,0,0,0,0,0,1,0
2.8861116097790825e-05,2,0.4799952,100.0,0,0,0,1,0,0,0
2.909509919100021e-05,5,0.5991732,100.0,0,0,0,1,0,0,0
0.0,98226,0.0439274093735701,323.63848,0,0,0,0,1,0,0
0.0,2,0.9402427637721756,1071.0,0,0,0,1,0,0,0
0.0,2,0.5454545454545454,203.5,0,0,0,1,0,0,0
0.0186156781673468,450,0.4988686328938237,1000.0,0,0,0,0,0,1,0
0.0,600,0.4993799791811242,1000.0,0,0,0,0,0,1,0
0.0,99641,0.0394148546036272,330.68294,0,0,0,0,1,0,0
2.888307272206684e-05,3,0.5000484,100.0,0,0,0,1,0,0,0
0.0285691521967709,750,0.4990143650242887,1000.0,0,0,0,0,0,1,0
3.4684754978663044e-05,43,0.498969773350137,100.0,0,0,0,1,0,0,0
0.0,2,0.5219000616903147,810.5,0,0,0,1,0,0,0
0.0,2,0.9645191409897292,1071.0,0,0,0,1,0,0,0
1.08922514347984e-05,4,0.0,11.77392175680253,0,0,0,1,0,0,0
4.742509298080642e-05,246,0.4629679176512997,100.0,0,0,0,1,0,0,0
0.0,2,0.5133991537376587,709.0,0,0,0,1,0,0,0
1.2399773447107992e-05,2,0.0,4.821024331037598,0,0,0,1,0,0,0
0.0,2,0.988,1000.0,0,0,0,1,0,0,0
2.9919948587052267e-05,9,0.4228315698941936,100.0,0,0,0,1,0,0,0
2.8971816110340637e-05,4,0.4799356012879742,100.0,0,0,0,1,0,0,0
0.0,2,0.9053921568627452,1020.0,0,0,0,1,0,0,0
0.1255308820838588,97951,0.0408470262863557,325.7089,0,0,0,0,1,0,0
0.0,1500,0.4990778625954198,1000.0,0,0,0,0,0,1,0
0.0,2,0.5049751243781094,201.0,0,0,0,1,0,0,0
0.0,2,0.5101032779524023,1113.5,0,0,0,1,0,0,0
0.0,2,0.9428289797930016,1014.5,0,0,0,1,0,0,0
2.935439322318804e-05,6,0.5480437608752176,100.0,0,0,0,1,0,0,0
0.1926450779423958,98689,0.0428511784749625,319.37208,0,0,0,0,1,0,0
2.909509919100021e-05,5,0.4503334,100.0,0,0,0,1,0,0,0
0.15200309344505,98636,0.0417067690085689,339.90118,0,0,0,0,1,0,0
0.0,2,0.5031982942430704,703.5,0,0,0,1,0,0,0
0.0,99507,0.0435656973429744,316.60253,0,0,0,0,1,0,0
2.935439322318804e-05,6,0.47979999599992,100.0,0,0,0,1,0,0,0
0.1154772174199358,98813,0.0423615899773121,307.36665,0,0,0,0,1,0,0
2.8861116097790825e-05,2,0.4200216,100.0,0,0,0,1,0,0,0
0.0,98378,0.0426898463467125,316.58418,0,0,0,0,1,0,0
0.1699250014423123,98484,0.0412715997857492,329.40836,0,0,0,0,1,0,0
0.0250909809628305,19849,0.0197564093613148,14.65539262730044,0,0,0,1,0,0,0
2.886862381699348e-05,2,0.5499423988479769,100.0,0,0,0,1,0,0,0
0.0,2,0.9525925925925924,1012.5,0,0,0,1,0,0,0
0.0,2,0.910167818361303,1013.0,0,0,0,1,0,0,0
0.0,2,0.9151960784313724,1020.0,0,0,0,1,0,0,0
0.0,2,0.5118012422360249,402.5,0,0,0,1,0,0,0
5.005968323639614e-05,1,0.515,1000.0,0,0,0,1,0,0,0
1.0271106608682193e-05,5,0.0,5.049974596364457,0,0,0,1,0,0,0
0.0,1050,0.4991484732824428,1000.0,0,0,0,0,0,1,0
0.0,2,0.9095849802371542,1012.0,0,0,0,1,0,0,0
0.0,2,0.47,100.0,0,0,0,1,0,0,0
0.0,2,0.505834829443447,1114.0,0,0,0,1,0,0,0
0.0,1350,0.499596773074254,1000.0,0,0,0,0,0,1,0
4.742509298080642e-05,246,0.4507740217086554,100.0,0,0,0,1,0,0,0
0.0,99428,0.0406473556223684,318.98016,0,0,0,0,1,0,0
0.0,2,0.984,1000.0,0,0,0,1,0,0,0
0.0,2,0.5049295774647887,710.0,0,0,0,1,0,0,0
2.886862381699348e-05,2,0.4500192003840076,100.0,0,0,0,1,0,0,0
0.0,1500,0.4992455933379597,1000.0,0,0,0,0,0,1,0
0.0,2,0.4839901477832512,406.0,0,0,0,1,0,0,0
0.0,450,0.4993742192921582,1000.0,0,0,0,0,0,1,0
0.0,1200,0.4999858778625954,1000.0,0,0,0,0,0,1,0
0.0,2,0.9362934362934364,1036.0,0,0,0,1,0,0,0
0.0,2,0.5234182415776499,608.5,0,0,0,1,0,0,0
0.0473057147783568,1350,0.4993992507265152,1000.0,0,0,0,0,0,1,0
0.0,450,0.4998546842470506,1000.0,0,0,0,0,0,1,0
0.1699250014423123,99077,0.0407806013401455,340.7988,0,0,0,0,1,0,0
3.4684754978663044e-05,43,0.5835047710496309,100.0,0,0,0,1,0,0,0
0.0,1500,0.4997399722414989,1000.0,0,0,0,0,0,1,0
0.0,2,0.9666829985301324,1020.5,0,0,0,1,0,0,0
0.0,900,0.4998019777931992,1000.0,0,0,0,0,0,1,0
0.0,2,0.9715267550319096,1018.5,0,0,0,1,0,0,0
0.0,2,0.495,200.0,0,0,0,1,0,0,0
0.0,98750,0.0416906216329097,341.85674,0,0,0,0,1,0,0
0.1926450779423958,98407,0.0376829440187325,361.46645,0,0,0,0,1,0,0
0.0430687218918859,1200,0.4992930603747397,1000.0,0,0,0,0,0,1,0
0.2630344058337938,98774,0.0430555987349644,323.26365,0,0,0,0,1,0,0
0.0995356735509143,99573,0.0404635269735975,330.60514,0,0,0,0,1,0,0
0.0,2,0.9268891069676152,1019.0,0,0,0,1,0,0,0
0.0,2,0.9025110782865584,1015.5,0,0,0,1,0,0,0
0.0,2,0.5049751243781094,603.0,0,0,0,1,0,0,0
0.0,2,0.8984721537703302,1014.5,0,0,0,1,0,0,0
0.0995356735509143,98889,0.0450966351350088,321.053,0,0,0,0,1,0,0
2.8912013966809636e-05,3,0.4103236,100.0,0,0,0,1,0,0,0
0.0,98925,0.0415572768988943,325.33893,0,0,0,0,1,0,0
0.0,2,0.937314906219151,1013.0,0,0,0,1,0,0,0
2.8912013966809636e-05,3,0.45008,100.0,0,0,0,1,0,0,0
0.2630344058337938,99402,0.0393875814888523,328.76276,0,0,0,0,1,0,0
0.0,2,0.9246943765281174,1022.5,0,0,0,1,0,0,0
0.1926450779423958,99523,0.040866022741306,350.22175,0,0,0,0,1,0,0
0.0,2,0.916791230692576,1003.5,0,0,0,1,0,0,0
0.0066027348242471,150,0.4982993754337266,1000.0,0,0,0,1,0,0,0
0.0384741478146356,1050,0.499219014573213,1000.0,0,0,0,0,0,1,0
0.0,750,0.5004091603053435,1000.0,0,0,0,0,0,1,0
0.0506260730699681,1500,0.4993412907702984,1000.0,0,0,0,0,0,1,0
3.122953126205422e-05,17,0.4531497889873392,100.0,0,0,0,1,0,0,0
2.8861116097790825e-05,2,0.500012,100.0,0,0,0,1,0,0,0
2.9919948587052267e-05,9,0.4591403484209052,100.0,0,0,0,1,0,0,0
0.0,2,0.9695,1000.0,0,0,0,1,0,0,0
0.0,2,0.5037037037037037,1012.5,0,0,0,1,0,0,0
2.888307272206684e-05,3,0.4200878,100.0,0,0,0,1,0,0,0
0.0,2,0.4894409937888199,402.5,0,0,0,1,0,0,0
0.0,2,0.5036964021685559,1014.5,0,0,0,1,0,0,0
0.0,2,0.5205900430239705,813.5,0,0,0,1,0,0,0
0.0,2,0.5128908392759188,911.5,0,0,0,1,0,0,0
2.9919948587052267e-05,9,0.5014100846050763,100.0,0,0,0,1,0,0,0
4.742509298080642e-05,246,0.4834952136820603,100.0,0,0,0,1,0,0,0
2.8861116097790825e-05,2,0.599976,100.0,0,0,0,1,0,0,0
9.355695609056425e-05,217,0.0210052765723214,14.460645534605398,0,0,0,1,0,0,0
1.0349504409240488e-05,9,0.0,1.0,0,0,0,1,0,0,0
3.98958848771367e-05,846,0.0156452191703832,13.823818730947274,0,0,0,1,0,0,0
0.0,2,0.9765,1000.0,0,0,0,1,0,0,0
0.0,2,0.9527791441219872,1016.5,0,0,0,1,0,0,0
0.0,98460,0.0410168580931998,320.74446,0,0,0,0,1,0,0
0.0,2,0.5384615384615384,305.5,0,0,0,1,0,0,0
0.0995356735509143,98963,0.0387460195129246,340.09971,0,0,0,0,1,0,0
0.0,2,0.986,1000.0,0,0,0,1,0,0,0
0.0,2,0.9631087063453024,1016.5,0,0,0,1,0,0,0
0.0127110517495539,300,0.4995941360166551,1000.0,0,0,0,0,0,1,0
0.0064840335701987,150,0.5008466342817488,1000.0,0,0,0,1,0,0,0
0.0,2,0.9194265941670786,1011.5,0,0,0,1,0,0,0
0.0186156781673468,450,0.4986105482303956,1000.0,0,0,0,0,0,1,0
0.0227200765000834,600,0.5002839694656489,1000.0,0,0,0,0,0,1,0
0.0347654181606766,900,0.4989412213740458,1000.0,0,0,0,0,0,1,0
0.0,98590,0.0379612788025304,350.60331,0,0,0,0,1,0,0
0.0,98041,0.0419214881129708,316.2018,0,0,0,0,1,0,0
1.2359724660892748e-05,2,0.0,4.176315343795868,0,0,0,1,0,0,0
0.0,2,0.5151515151515151,709.5,0,0,0,1,0,0,0
