Senser,s_0
1606191068,2134387680
1606191067,2134387680
1606206782,2134387680
1606165524,2134387681
1606203440,2134387680
1606203439,2134387680
1606164351,2134387682
1606168705,2134387681
1606190169,2134387680
1606168703,2134387681
1606206778,2134387680
1606165523,2134387681
1606191065,2134387680
1606291672,2134387680
1606102097,2134387682
1606168700,2134387681
1606203322,2134387680
1606246971,2134387679
1606246973,2134387679
1606246980,2134387679
1606246982,2134387679
1606246986,2134387679
1606246815,2134387679
1606246822,2134387679
1606246823,2134387679
1606246825,2134387679
1606246829,2134387679
1606246834,2134387679
1606246837,2134387679
1606246838,2134387679
1606246841,2134387679
1606246842,2134387679
1606246843,2134387679
1606246844,2134387679
1606246847,2134387679
1606246849,2134387679
1606246850,2134387679
1606246851,2134387679
1606246852,2134387679
1606246854,2134387679
1606246855,2134387679
1606246857,2134387679
1606246858,2134387679
1606246860,2134387679
1606246865,2134387679
1606246866,2134387679
1606246867,2134387679
1606246868,2134387679
1606246870,2134387679
1606246873,2134387679
1606246875,2134387679
1606246877,2134387679
1606246878,2134387679
1606246879,2134387679
1606246882,2134387679
1606246884,2134387679
1606246885,2134387679
1606246887,2134387679
1606246890,2134387679
1606246891,2134387679
1606246893,2134387679
1606246894,2134387679
1606246896,2134387679
1606246897,2134387679
1606246898,2134387679
1606246901,2134387679
1606246903,2134387679
1606246908,2134387679
1606246911,2134387679
1606246912,2134387679
1606246916,2134387679
1606246921,2134387679
1606246922,2134387679
1606246923,2134387679
1606246924,2134387679
1606249329,2134387679
1606249340,2134387679
1606249341,2134387679
1606249328,2134387679
1606249338,2134387679
1606249331,2134387679
1606249332,2134387679
1606249309,2134387679
1606249327,2134387679
1606249316,2134387679
1606249324,2134387679
1606249326,2134387679
1606249337,2134387679
1606249319,2134387679
1606249315,2134387679
1606249322,2134387679
1606249318,2134387679
1606249323,2134387679
1606249311,2134387679
1606249310,2134387679
1606244926,2134387679
1606247087,2134387679
1606247236,2134387679
1606245036,2134387679
1606245040,2134387679
1606247238,2134387679
1606245024,2134387679
1606245026,2134387679
1606245028,2134387679
1606247234,2134387679
1606247239,2134387679
1606245029,2134387679
1606245045,2134387679
1606247231,2134387679
1606247221,2134387679
1606245039,2134387679
1606247223,2134387679
1606247228,2134387679
1606245032,2134387679
1606245031,2134387679
1606245030,2134387679
1606245038,2134387679
1606247226,2134387679
1606245044,2134387679
1606247233,2134387679
1606110631,2134387682
1606111274,2134387682
1606111276,2134387682
1606111277,2134387682
1606111280,2134387682
1606110948,2134387682
1606110949,2134387682
1606110951,2134387682
1606110953,2134387682
1606110954,2134387682
1606110955,2134387682
1606110958,2134387682
1606110960,2134387682
1606110962,2134387682
1606110963,2134387682
1606110970,2134387682
1606110971,2134387682
1606110972,2134387682
1606110973,2134387682
1606110975,2134387682
1606110983,2134387682
1606110986,2134387682
1606110990,2134387682
1606110996,2134387682
1606110999,2134387682
1606111001,2134387682
1606111004,2134387682
1606111007,2134387682
1606111008,2134387682
1606111011,2134387682
1606111012,2134387682
1606111014,2134387682
1606111018,2134387682
1606111019,2134387682
1606111022,2134387682
1606111025,2134387682
1606111027,2134387682
1606111030,2134387682
1606111032,2134387682
1606111035,2134387682
1606111036,2134387682
1606111037,2134387682
1606111038,2134387682
1606111040,2134387682
1606111041,2134387682
1606111043,2134387682
1606111048,2134387682
1606111052,2134387682
1606111053,2134387682
1606111055,2134387682
1606111057,2134387682
1606111058,2134387682
1606111059,2134387682
1606111060,2134387682
1606111064,2134387682
1606111067,2134387682
1606111068,2134387682
1606111070,2134387682
1606111073,2134387682
1606111074,2134387682
1606111075,2134387682
1606111081,2134387682
1606111083,2134387682
1606111084,2134387682
1606111085,2134387682
1606111086,2134387682
1606111087,2134387682
1606111091,2134387682
1606111092,2134387682
1606111094,2134387682
1606111095,2134387682
1606111100,2134387682
1606111102,2134387682
1606111105,2134387682
1606111109,2134387682
1606111110,2134387682
1606111116,2134387682
1606111127,2134387682
1606111128,2134387682
1606111131,2134387682
1606111135,2134387682
1606111136,2134387682
1606111139,2134387682
1606171735,2134387681
1606121733,2134387682
1606175206,2134387681
1606193092,2134387680
1606193069,2134387680
1606173215,2134387681
1606174533,2134387681
1606097553,2134387681
1606174034,2134387681
1606174387,2134387681
1606087198,2134387681
1606189557,2134387680
1606098489,2134387682
1606181339,2134387681
1606172972,2134387681
1606095696,2134387681
1606170791,2134387681
1606180402,2134387681
1606182393,2134387681
1606081082,2134387681
1606192526,2134387680
1606180320,2134387681
1606169488,2134387681
1606192314,2134387680
1606169489,2134387681
1606081003,2134387681
1606180035,2134387681
1606169502,2134387681
1606192077,2134387680
1606193087,2134387680
1606121736,2134387682
1606180150,2134387681
1606097550,2134387681
1606174345,2134387681
1606188910,2134387680
1606098458,2134387682
1606173618,2134387681
1606189551,2134387680
1606174245,2134387681
1606189467,2134387680
1606189468,2134387680
1606164164,2134387681
1606167838,2134387681
1606081106,2134387681
1606191742,2134387680
1606180329,2134387681
1606169490,2134387681
1606188306,2134387681
1606167084,2134387681
1606085586,2134387681
1606098455,2134387682
1606188908,2134387680
1606175228,2134387681
1606174856,2134387681
1606189594,2134387680
1606181742,2134387681
1606171977,2134387681
1606182171,2134387681
1606189029,2134387680
1606081205,2134387681
1606081725,2134387681
1606194910,2134387680
1606080962,2134387681
1606181632,2134387681
1606101474,2134387682
1606080809,2134387681
1606174472,2134387681
1606174531,2134387681
1606173241,2134387681
1606174385,2134387681
1606174124,2134387681
1606175111,2134387681
1606168128,2134387681
1606095869,2134387681
1606164492,2134387682
1606187643,2134387681
1606079848,2134387681
1606121801,2134387682
1606182422,2134387681
1606191732,2134387680
1606080861,2134387681
1606079668,2134387681
1606168856,2134387681
1606180611,2134387681
1606193332,2134387680
1606087706,2134387681
1606081739,2134387681
1606080201,2134387681
1606085451,2134387681
1606174851,2134387681
1606189558,2134387680
1606099062,2134387682
1606172599,2134387681
1606092710,2134387681
1606168005,2134387681
1606079849,2134387681
1606083928,2134387681
1606094846,2134387681
1606094848,2134387681
1606180321,2134387681
1606101465,2134387682
1606193458,2134387680
1606167083,2134387681
1606174470,2134387681
1606174360,2134387681
1606098487,2134387682
1606085310,2134387681
1606173935,2134387681
1606167986,2134387681
1606170814,2134387681
1606164305,2134387681
1606180271,2134387681
1606081729,2134387681
1606188467,2134387680
1606169483,2134387681
1606180033,2134387681
1606192315,2134387680
1606189291,2134387680
1606085589,2134387681
1606097551,2134387681
1606099233,2134387682
1606174426,2134387681
1606174429,2134387681
1606174434,2134387681
1606189412,2134387680
1606173934,2134387681
1606097121,2134387681
1606172836,2134387681
1606079859,2134387681
1606177211,2134387681
1606095143,2134387681
1606096249,2134387681
1606179608,2134387681
1606168926,2134387681
1606080862,2134387681
1606192555,2134387680
1606192805,2134387680
1606192527,2134387680
1606098305,2134387682
1606081002,2134387681
1606101475,2134387682
1606080116,2134387681
1606094618,2134387681
1606193070,2134387680
1606174473,2134387681
1606097532,2134387681
1606174082,2134387681
1606087213,2134387681
1606172975,2134387681
1606179692,2134387681
1606172978,2134387681
1606170769,2134387681
1606169649,2134387681
1606099708,2134387682
1606099710,2134387682
1606170816,2134387681
1606175675,2134387681
1606084465,2134387681
1606188463,2134387680
1606094851,2134387681
1606168855,2134387681
1606124031,2134387682
1606095217,2134387681
1606087707,2134387681
1606079802,2134387681
1606079803,2134387681
1606193922,2134387680
1606085608,2134387681
1606174425,2134387681
1606175107,2134387681
1606189588,2134387680
1606087253,2134387681
1606188830,2134387680
1606099068,2134387682
1606097608,2134387681
1606122071,2134387682
1606167845,2134387681
1606169622,2134387681
1606122387,2134387682
1606202147,2134387680
1606146989,2134387681
1606146991,2134387681
1606146992,2134387681
1606146993,2134387681
1606146994,2134387681
1606146995,2134387681
1606146997,2134387681
1606146998,2134387681
1606146999,2134387681
1606147000,2134387681
1606147001,2134387681
1606147003,2134387681
1606147007,2134387681
1606147009,2134387681
1606147010,2134387681
1606147013,2134387681
1606147015,2134387681
1606147016,2134387681
1606147017,2134387681
1606147019,2134387681
1606147020,2134387681
1606147022,2134387681
1606147023,2134387681
1606147024,2134387681
1606147027,2134387681
1606147030,2134387681
1606147032,2134387681
1606147035,2134387681
1606147037,2134387681
1606147039,2134387681
1606147041,2134387681
1606147042,2134387681
1606147044,2134387681
1606147045,2134387681
1606147047,2134387681
1606147051,2134387681
1606147053,2134387681
1606147056,2134387681
1606147058,2134387681
1606147059,2134387681
1606147060,2134387681
1606147061,2134387681
1606147062,2134387681
1606147063,2134387681
1606147065,2134387681
1606147067,2134387681
1606147070,2134387681
1606147071,2134387681
1606147072,2134387681
1606147073,2134387681
1606147075,2134387681
1606147077,2134387681
1606147080,2134387681
1606147082,2134387681
1606147084,2134387681
1606147086,2134387681
1606147087,2134387681
1606147088,2134387681
1606147089,2134387681
1606147090,2134387681
1606147092,2134387681
1606147096,2134387681
1606147098,2134387681
1606147099,2134387681
1606147102,2134387681
1606147104,2134387681
1606147106,2134387681
1606147108,2134387681
1606147110,2134387681
1606147115,2134387681
1606147117,2134387681
1606147123,2134387681
1606147124,2134387681
1606147125,2134387681
1606147129,2134387681
1606147135,2134387681
1606147139,2134387681
1606147143,2134387681
1606147144,2134387681
1606147148,2134387681
1606147149,2134387681
1606147152,2134387681
1606147153,2134387681
1606147154,2134387681
1606147166,2134387681
1606147167,2134387681
1606147173,2134387681
1606147174,2134387681
1606147177,2134387681
1606147182,2134387681
1606147184,2134387681
1606147185,2134387681
1606147189,2134387681
1606147197,2134387681
1606147198,2134387681
1606137774,2134387681
1606137777,2134387681
1606137783,2134387681
1606137785,2134387681
1606137789,2134387681
1606137790,2134387681
1606137793,2134387681
1606137799,2134387681
1606137800,2134387681
1606137805,2134387681
1606137808,2134387681
1606137810,2134387681
1606137812,2134387681
1606137816,2134387681
1606137820,2134387681
1606137822,2134387681
1606137825,2134387681
1606137827,2134387681
1606137828,2134387681
1606137830,2134387681
1606137833,2134387681
1606137839,2134387681
1606137841,2134387681
1606137846,2134387681
1606137847,2134387681
1606137850,2134387681
1606137851,2134387681
1606137855,2134387681
1606137857,2134387681
1606137859,2134387681
1606137862,2134387681
1606137865,2134387681
1606137866,2134387681
1606137867,2134387681
1606137868,2134387681
1606137872,2134387681
1606137874,2134387681
1606137881,2134387681
1606137883,2134387681
1606137885,2134387681
1606137887,2134387681
1606137888,2134387681
1606137889,2134387681
1606137892,2134387681
1606137893,2134387681
1606137902,2134387681
1606137904,2134387681
1606137905,2134387681
1606137906,2134387681
1606137909,2134387681
1606137912,2134387681
1606137914,2134387681
1606137917,2134387681
1606137921,2134387681
1606137922,2134387681
1606137923,2134387681
1606137924,2134387681
1606137927,2134387681
1606137929,2134387681
1606137930,2134387681
1606137932,2134387681
1606137933,2134387681
1606137938,2134387681
1606137942,2134387681
1606137945,2134387681
1606137947,2134387681
1606137948,2134387681
1606137951,2134387681
1606137955,2134387681
1606137956,2134387681
1606137957,2134387681
1606137960,2134387681
1606137966,2134387681
1606138220,2134387681
1606138226,2134387681
1606138229,2134387681
1606138233,2134387681
1606138236,2134387681
1606138241,2134387681
1606138247,2134387681
1606138252,2134387681
1606138259,2134387681
1606138260,2134387681
1606138262,2134387681
1606138264,2134387681
1606138265,2134387681
1606138267,2134387681
1606138268,2134387681
1606138269,2134387681
1606138274,2134387681
1606138275,2134387681
1606138283,2134387681
1606203321,2134387680
1606203436,2134387680
1606206775,2134387680
1606190186,2134387680
1606190184,2134387680
1606167889,2134387681
1606125045,2134387682
1606152350,2134387681
1606125153,2134387682
1606171369,2134387681
1606125141,2134387682
1606125146,2134387682
1606203051,2134387680
1606189738,2134387680
1606203049,2134387680
1606164349,2134387682
1606167249,2134387681
1606165521,2134387681
1606124107,2134387682
1606164348,2134387682
1606190167,2134387680
1606201727,2134387680
1606175777,2134387681
1606202990,2134387680
1606202989,2134387680
1606203278,2134387680
1606202988,2134387680
1606201726,2134387680
1606201730,2134387680
1606202987,2134387680
1606175775,2134387681
1606119379,2134387682
1606294772,2134387680
1606192672,2134387680
1606294775,2134387680
1606297180,2134387680
1606200801,2134387680
1606125089,2134387682
1606292471,2134387680
1606190660,2134387680
1606175774,2134387681
1606190165,2134387680
1606206011,2134387680
1606192654,2134387680
1606190162,2134387680
1606168303,2134387681
1606179747,2134387681
1606190161,2134387680
1606168299,2134387681
1606165896,2134387681
1606168297,2134387681
1606165893,2134387681
1606164933,2134387681
1606168286,2134387681
1606165892,2134387681
1606175771,2134387681
1606164931,2134387681
1606180601,2134387681
1606164930,2134387681
1606164927,2134387681
1606202984,2134387680
1606202983,2134387680
1606165891,2134387681
1606171368,2134387681
1606177430,2134387681
1606125086,2134387682
1606189806,2134387680
1606125087,2134387682
1606175886,2134387681
1606175884,2134387681
1606175883,2134387681
1606188089,2134387681
1606188087,2134387681
1606188088,2134387681
1606188086,2134387681
1606171836,2134387681
1606171835,2134387681
1606200705,2134387680
1606202979,2134387680
1606202978,2134387680
1606165889,2134387681
1606201651,2134387680
1606165888,2134387681
1606165887,2134387681
1606201647,2134387680
1606201645,2134387680
1606125084,2134387682
1606125134,2134387682
1606177428,2134387681
1606192669,2134387680
1606200799,2134387680
1606130750,2134387681
1606171367,2134387681
1606200797,2134387680
1606200796,2134387680
1606200795,2134387680
1606125322,2134387682
1606192668,2134387680
1606181856,2134387681
1606177426,2134387681
1606182578,2134387681
1606183534,2134387681
1606190181,2134387680
1606130841,2134387681
1606191834,2134387680
1606167356,2134387681
1606124087,2134387682
1606182474,2134387681
1606096353,2134387681
1606165414,2134387681
1606122542,2134387682
1606187864,2134387681
1606166744,2134387681
1606172987,2134387681
1606124090,2134387682
1606104318,2134387682
1606080547,2134387681
1606124092,2134387682
1606127005,2134387681
1606104433,2134387682
1606171492,2134387681
1606171493,2134387681
1606149660,2134387681
1606165573,2134387681
1606297157,2134387680
1606190198,2134387680
1606190197,2134387680
1606190204,2134387680
1606168078,2134387681
1606190202,2134387680
1606190201,2134387680
1606149662,2134387681
1606104470,2134387682
1606149722,2134387681
1606297891,2134387680
1606165581,2134387681
1606297160,2134387680
1606200284,2134387680
1606125103,2134387682
1606119693,2134387682
1606167283,2134387681
1606190495,2134387680
1606281188,2134387680
1606183721,2134387681
1606167272,2134387681
1606149721,2134387681
1606294761,2134387680
1606104515,2134387682
1606294764,2134387680
1606206813,2134387680
1606192662,2134387680
1606181336,2134387681
1606181841,2134387681
1606104467,2134387682
1606149709,2134387681
1606149707,2134387681
1606294765,2134387680
1606149703,2134387681
1606149702,2134387681
1606149704,2134387681
1606127430,2134387681
1606294766,2134387680
1606297198,2134387680
1606149714,2134387681
1606206777,2134387680
1606206776,2134387680
1606192657,2134387680
1606190665,2134387680
1606104496,2134387682
1606297197,2134387680
1606200803,2134387680
1606294769,2134387680
1606125152,2134387682
1606294770,2134387680
1606104427,2134387682
1606126046,2134387681
1606167233,2134387681
1606297175,2134387680
1606200204,2134387680
1606150404,2134387681
1606120144,2134387682
1606179746,2134387681
1606190159,2134387680
1606180450,2134387681
1606179741,2134387681
1606164929,2134387681
1606199755,2134387680
1606199754,2134387680
1606167203,2134387681
1606167198,2134387681
1606191437,2134387680
1606200235,2134387680
1606190672,2134387680
1606200239,2134387680
1606191833,2134387680
1606096354,2134387681
1606124091,2134387682
1606165191,2134387681
1606094488,2134387681
1606182475,2134387681
1606092734,2134387681
1606180843,2134387681
1606164700,2134387681
1606096104,2134387681
1606164704,2134387681
1606180844,2134387681
1606295054,2134387680
1606165574,2134387681
1606190206,2134387680
1606125042,2134387682
1606171383,2134387681
1606190196,2134387680
1606294755,2134387680
1606104437,2134387682
1606200260,2134387680
1606200270,2134387680
1606152676,2134387681
1606130508,2134387681
1606126171,2134387681
1606130528,2134387681
1606181847,2134387681
1606119047,2134387682
1606181844,2134387681
1606149724,2134387681
1606294756,2134387680
1606192661,2134387680
1606127431,2134387681
1606294798,2134387680
1606190664,2134387680
1606200212,2134387680
1606287787,2134387680
1606297171,2134387680
1606297172,2134387680
1606297173,2134387680
1606200201,2134387680
1606192747,2134387680
1606179744,2134387681
1606179742,2134387681
1606125145,2134387682
1606152339,2134387681
1606292469,2134387680
1606199753,2134387680
1606125077,2134387682
1606151405,2134387681
1606201953,2134387680
1606151404,2134387681
1606183554,2134387681
1606200262,2134387680
1606164706,2134387681
1606164707,2134387681
1606164705,2134387681
1606164603,2134387682
1606105805,2134387682
1606105806,2134387682
1606105808,2134387682
1606105809,2134387682
1606105811,2134387682
1606105802,2134387682
1606105807,2134387682
1606105810,2134387682
1606105801,2134387682
1606121270,2134387682
1606132754,2134387681
1606131104,2134387681
1606131524,2134387681
1606132094,2134387681
1606132424,2134387681
1606131434,2134387681
1606133130,2134387681
1606133211,2134387681
1606133216,2134387681
1606133218,2134387681
1606133219,2134387681
1606133227,2134387681
1606133229,2134387681
1606133233,2134387681
1606133234,2134387681
1606133240,2134387681
1606133246,2134387681
1606133248,2134387681
1606133253,2134387681
1606133257,2134387681
1606133264,2134387681
1606133270,2134387681
1606133271,2134387681
1606133278,2134387681
1606133282,2134387681
1606133288,2134387681
1606133290,2134387681
1606133293,2134387681
1606133295,2134387681
1606133297,2134387681
1606133303,2134387681
1606133312,2134387681
1606133320,2134387681
1606133325,2134387681
1606133329,2134387681
1606133332,2134387681
1606133336,2134387681
1606133344,2134387681
1606133345,2134387681
1606133348,2134387681
1606133352,2134387681
1606133355,2134387681
1606133358,2134387681
1606133366,2134387681
1606133367,2134387681
1606133370,2134387681
1606133375,2134387681
1606133378,2134387681
1606133383,2134387681
1606133386,2134387681
1606133397,2134387681
1606133399,2134387681
1606133405,2134387681
1606133409,2134387681
1606133413,2134387681
1606133414,2134387681
1606133419,2134387681
1606133424,2134387681
1606133426,2134387681
1606133427,2134387681
1606133430,2134387681
1606133439,2134387681
1606133444,2134387681
1606133446,2134387681
1606133448,2134387681
1606133462,2134387681
1606133467,2134387681
1606133473,2134387681
1606133476,2134387681
1606133480,2134387681
1606133481,2134387681
1606133492,2134387681
1606133495,2134387681
1606133496,2134387681
1606133501,2134387681
1606133506,2134387681
1606133508,2134387681
1606133509,2134387681
1606133513,2134387681
1606133517,2134387681
1606133522,2134387681
1606133524,2134387681
1606133526,2134387681
1606133537,2134387681
1606133549,2134387681
1606133555,2134387681
1606131329,2134387681
1606131330,2134387681
1606131334,2134387681
1606131335,2134387681
1606131338,2134387681
1606131339,2134387681
1606131342,2134387681
1606131345,2134387681
1606131349,2134387681
1606131354,2134387681
1606131355,2134387681
1606131358,2134387681
1606131361,2134387681
1606131363,2134387681
1606131366,2134387681
1606131368,2134387681
1606131371,2134387681
1606131372,2134387681
1606131375,2134387681
1606131377,2134387681
1606132478,2134387681
1606140071,2134387681
1606140074,2134387681
1606140529,2134387681
1606140532,2134387681
1606140537,2134387681
1606140543,2134387681
1606140545,2134387681
1606147315,2134387681
1606147204,2134387681
1606147209,2134387681
1606147212,2134387681
1606147215,2134387681
1606147217,2134387681
1606147220,2134387681
1606147221,2134387681
1606147224,2134387681
1606147229,2134387681
1606147233,2134387681
1606147235,2134387681
1606147237,2134387681
1606147239,2134387681
1606147242,2134387681
1606147246,2134387681
1606147248,2134387681
1606147253,2134387681
1606147255,2134387681
1606147262,2134387681
1606147263,2134387681
1606147267,2134387681
1606147268,2134387681
1606147269,2134387681
1606147272,2134387681
1606147277,2134387681
1606147281,2134387681
1606147284,2134387681
1606147286,2134387681
1606147288,2134387681
1606147290,2134387681
1606147292,2134387681
1606147294,2134387681
1606147297,2134387681
1606147299,2134387681
1606147301,2134387681
1606147302,2134387681
1606147305,2134387681
1606147309,2134387681
1606147310,2134387681
1606144994,2134387681
1606144996,2134387681
1606145000,2134387681
1606145006,2134387681
1606145012,2134387681
1606145017,2134387681
1606145025,2134387681
1606145029,2134387681
1606145031,2134387681
1606145035,2134387681
1606145040,2134387681
1606145045,2134387681
1606145050,2134387681
1606145053,2134387681
1606145056,2134387681
1606145062,2134387681
1606145065,2134387681
1606145066,2134387681
1606145070,2134387681
1606145071,2134387681
1606145075,2134387681
1606145080,2134387681
1606145089,2134387681
1606145091,2134387681
1606145094,2134387681
1606145096,2134387681
1606145100,2134387681
1606145104,2134387681
1606145107,2134387681
1606145116,2134387681
1606145122,2134387681
1606145128,2134387681
1606145129,2134387681
1606145135,2134387681
1606145146,2134387681
1606145149,2134387681
1606145151,2134387681
1606145160,2134387681
1606145162,2134387681
1606145165,2134387681
1606140025,2134387681
1606140031,2134387681
1606141778,2134387681
1606141779,2134387681
1606141780,2134387681
1606141787,2134387681
1606141788,2134387681
1606141791,2134387681
1606141792,2134387681
1606141795,2134387681
1606141803,2134387681
1606141805,2134387681
1606141806,2134387681
1606141809,2134387681
1606141810,2134387681
1606141814,2134387681
1606141815,2134387681
