DataFile,Compression,Encoding,Insert Time,Select Time
data_52.csv,GZIP,PLAIN,0.275884222984314,0.6558025360107422
data_52.csv,GZIP,HUFFMAN,2.3304458379745485,0.6844565391540527
data_52.csv,GZIP,RLE,0.4489622831344604,0.6687740325927735
data_52.csv,GZIP,DICTIONARY,0.2765570402145386,0.6533043622970581
data_52.csv,LZ4,PLAIN,0.0671996593475341,0.6402454376220703
data_52.csv,LZ4,HUFFMAN,2.1378061294555666,0.670331072807312
data_52.csv,LZ4,RLE,0.1343833923339843,0.6672113180160523
data_52.csv,LZ4,DICTIONARY,0.079317569732666,0.6350959062576294
data_52.csv,SNAPPY,PLAIN,0.0873539447784423,0.6597741603851318
data_52.csv,SNAPPY,HUFFMAN,2.203483819961548,0.6727275609970093
data_52.csv,SNAPPY,RLE,0.1708781003952026,0.6451077461242676
data_52.csv,SNAPPY,DICTIONARY,0.0831819772720336,0.6334900379180908
data_19.csv,NONE,PLAIN,0.0489001274108886,0.249006986618042
data_19.csv,NONE,HUFFMAN,0.0656288385391235,0.240385627746582
data_19.csv,NONE,RLE,0.0425781726837158,0.2421821594238281
data_19.csv,NONE,DICTIONARY,0.0447022199630737,0.7976490736007691
data_19.csv,GZIP,PLAIN,0.0580506086349487,0.7462965726852417
data_19.csv,GZIP,HUFFMAN,0.0728106498718261,0.2313895225524902
data_19.csv,GZIP,RLE,0.0727865695953369,0.2340500116348266
data_19.csv,GZIP,DICTIONARY,0.0504714488983154,0.3009137392044067
data_19.csv,LZ4,PLAIN,0.0486722707748413,0.2801596403121948
data_19.csv,LZ4,HUFFMAN,0.0719470262527465,0.2392961502075195
data_19.csv,LZ4,RLE,0.0421372652053833,0.2574084520339966
data_19.csv,LZ4,DICTIONARY,0.0390573024749755,0.2442872285842895
data_19.csv,SNAPPY,PLAIN,0.0490079402923584,0.2502397775650024
data_19.csv,SNAPPY,HUFFMAN,0.0717841386795044,0.2480010032653808
data_19.csv,SNAPPY,RLE,0.0448411226272583,0.2455444097518921
data_19.csv,SNAPPY,DICTIONARY,0.0415035009384155,0.2380829334259033
data_127.csv,NONE,PLAIN,0.1116814136505126,0.651370358467102
data_127.csv,NONE,HUFFMAN,2.2092941045761108,0.6644748687744141
data_127.csv,NONE,RLE,0.2021253824234009,0.6492533445358276
data_127.csv,NONE,DICTIONARY,0.0916121006011962,0.6354425191879273
data_127.csv,GZIP,PLAIN,0.305996823310852,0.6350448369979859
data_127.csv,GZIP,HUFFMAN,2.419085073471069,0.6769757509231568
data_127.csv,GZIP,RLE,0.4491265058517456,0.6750679016113281
data_127.csv,GZIP,DICTIONARY,0.2890290737152099,0.6379682302474976
data_127.csv,LZ4,PLAIN,0.073735499382019,0.6332531213760376
data_127.csv,LZ4,HUFFMAN,2.14766206741333,0.6801909685134888
data_127.csv,LZ4,RLE,0.1309836626052856,0.6487709522247315
data_127.csv,LZ4,DICTIONARY,0.0715053081512451,0.6329807043075562
data_127.csv,SNAPPY,PLAIN,0.0855631351470947,0.6430867433547973
data_127.csv,SNAPPY,HUFFMAN,1.9943443775177,0.6785240173339844
data_127.csv,SNAPPY,RLE,0.1556037902832031,0.6582372188568115
data_127.csv,SNAPPY,DICTIONARY,0.0793136596679687,0.623109769821167
data_138.csv,NONE,PLAIN,0.1160955190658569,0.6507409811019897
data_138.csv,NONE,HUFFMAN,2.360069751739502,0.7039249897003174
data_138.csv,NONE,RLE,0.1967552185058593,0.6827482223510742
data_138.csv,NONE,DICTIONARY,0.0988463163375854,0.6795141696929932
data_138.csv,GZIP,PLAIN,0.3100801706314087,0.6840514421463013
data_138.csv,GZIP,HUFFMAN,2.545767140388489,0.7086443901062012
data_138.csv,GZIP,RLE,0.4325215816497803,0.7083762645721435
data_138.csv,GZIP,DICTIONARY,0.2873407125473022,0.7035153388977051
data_138.csv,LZ4,PLAIN,0.0916535139083862,0.6798340559005738
data_138.csv,LZ4,HUFFMAN,1.9101784229278564,0.6990554571151734
data_138.csv,LZ4,RLE,0.1430545806884765,0.7054625272750854
data_138.csv,LZ4,DICTIONARY,0.0684919118881225,0.6895881652832031
data_138.csv,SNAPPY,PLAIN,0.0793164491653442,0.6662157058715821
data_138.csv,SNAPPY,HUFFMAN,2.1655640840530395,0.6937952756881713
data_138.csv,SNAPPY,RLE,0.1635726690292358,0.6761444807052612
data_138.csv,SNAPPY,DICTIONARY,0.0823178768157959,0.696848726272583
data_105.csv,NONE,PLAIN,0.0875662088394165,0.5439938068389892
data_105.csv,NONE,HUFFMAN,1.866629958152771,0.597907018661499
data_105.csv,NONE,RLE,0.1381152868270874,0.5951865196228028
data_105.csv,NONE,DICTIONARY,0.080338454246521,0.582723593711853
data_105.csv,GZIP,PLAIN,0.2863539457321167,0.589092755317688
data_105.csv,GZIP,HUFFMAN,2.116947317123413,0.6027316570281982
data_105.csv,GZIP,RLE,0.420236611366272,0.6040258884429932
data_105.csv,GZIP,DICTIONARY,0.2721799850463867,0.5936720848083497
data_105.csv,LZ4,PLAIN,0.0824113607406616,0.5669139146804809
data_105.csv,LZ4,HUFFMAN,2.0228702545166017,0.5749470233917237
data_105.csv,LZ4,RLE,0.1343343496322631,0.5715642452239991
data_105.csv,LZ4,DICTIONARY,0.074945330619812,0.562010383605957
data_105.csv,SNAPPY,PLAIN,0.0887671470642089,0.559867000579834
data_105.csv,SNAPPY,HUFFMAN,1.8960323333740237,0.589287257194519
data_105.csv,SNAPPY,RLE,0.1498815059661865,0.5761872291564941
data_105.csv,SNAPPY,DICTIONARY,0.0804770469665527,0.5500541210174561
data_42.csv,NONE,PLAIN,0.0842578887939453,0.5697014570236206
data_42.csv,NONE,HUFFMAN,1.959196352958679,0.582987117767334
data_42.csv,NONE,RLE,0.1509577751159668,0.5731275796890258
data_42.csv,NONE,DICTIONARY,0.0945879697799682,0.5616046190261841
data_42.csv,GZIP,PLAIN,0.260307765007019,0.5628453969955445
data_42.csv,GZIP,HUFFMAN,2.123981118202209,0.5888956308364868
data_42.csv,GZIP,RLE,0.4164496421813964,0.612952995300293
data_42.csv,GZIP,DICTIONARY,0.2753470182418823,0.5930079460144043
data_42.csv,LZ4,PLAIN,0.066310167312622,0.5919401407241821
data_42.csv,LZ4,HUFFMAN,1.8265869140625,0.5800357341766358
data_42.csv,LZ4,RLE,0.1344297647476196,0.572321891784668
data_42.csv,LZ4,DICTIONARY,0.0816139221191406,0.5579843282699585
data_42.csv,SNAPPY,PLAIN,0.0777657985687255,0.5805943012237549
data_42.csv,SNAPPY,HUFFMAN,1.9772834777832031,0.6051415920257568
data_42.csv,SNAPPY,RLE,0.1498677968978881,0.5872076272964477
data_42.csv,SNAPPY,DICTIONARY,0.0953092575073242,0.5637818574905396
data_134.csv,NONE,PLAIN,0.1107363939285278,0.6379382848739624
data_134.csv,NONE,HUFFMAN,2.073177146911621,0.6808937788009644
data_134.csv,NONE,RLE,0.1468845605850219,0.6604498386383056
data_134.csv,NONE,DICTIONARY,0.0953296184539795,0.6368937492370605
data_134.csv,GZIP,PLAIN,0.2855311632156372,0.6644053220748901
data_134.csv,GZIP,HUFFMAN,2.1936110496520995,0.6729180812835693
data_134.csv,GZIP,RLE,0.4440022468566894,0.658134651184082
data_134.csv,GZIP,DICTIONARY,0.2958948612213135,0.6579231977462768
data_134.csv,LZ4,PLAIN,0.0711046457290649,0.634687066078186
data_134.csv,LZ4,HUFFMAN,2.0675281286239624,0.6722087144851685
data_134.csv,LZ4,RLE,0.1349296808242797,0.6658421754837036
data_134.csv,LZ4,DICTIONARY,0.0711369752883911,0.6617554903030396
data_134.csv,SNAPPY,PLAIN,0.1023751974105835,0.6441548585891723
data_134.csv,SNAPPY,HUFFMAN,2.128217816352844,0.6816914558410645
data_134.csv,SNAPPY,RLE,0.1436277389526367,0.6642984628677369
data_134.csv,SNAPPY,DICTIONARY,0.0778319358825683,0.6342263460159302
data_81.csv,NONE,PLAIN,0.098619532585144,0.6307916879653931
data_81.csv,NONE,HUFFMAN,2.121125769615173,0.6799345254898072
data_81.csv,NONE,RLE,0.1399406433105468,0.6538951635360718
data_81.csv,NONE,DICTIONARY,0.0913808822631836,0.6372354745864868
data_81.csv,GZIP,PLAIN,0.2631510972976684,0.654746127128601
data_81.csv,GZIP,HUFFMAN,2.1902629375457763,0.6692436218261719
data_81.csv,GZIP,RLE,0.4005088806152344,0.6676258325576783
data_81.csv,GZIP,DICTIONARY,0.2620584487915039,0.6561226129531861
data_81.csv,LZ4,PLAIN,0.0754830837249755,0.6439959049224854
data_81.csv,LZ4,HUFFMAN,1.9563416957855224,0.6721566200256348
data_81.csv,LZ4,RLE,0.1322611570358276,0.6700186014175415
data_81.csv,LZ4,DICTIONARY,0.0721983194351196,0.6414378166198731
data_81.csv,SNAPPY,PLAIN,0.1026379108428955,0.6415587663650513
data_81.csv,SNAPPY,HUFFMAN,2.1886021375656126,0.7182651042938233
data_81.csv,SNAPPY,RLE,0.1706366062164306,0.672385311126709
data_81.csv,SNAPPY,DICTIONARY,0.0792431592941284,0.635844612121582
data_131.csv,NONE,PLAIN,0.0917839765548706,0.6267461776733398
data_131.csv,NONE,HUFFMAN,2.0531041860580443,0.6681463479995727
data_131.csv,NONE,RLE,0.1473187685012817,0.6533805370330811
data_131.csv,NONE,DICTIONARY,0.0884738445281982,0.6219699144363403
data_131.csv,GZIP,PLAIN,0.2509010314941406,0.6452265024185181
data_131.csv,GZIP,HUFFMAN,2.162078523635864,0.6955978393554687
data_131.csv,GZIP,RLE,0.4147527933120727,0.683480978012085
data_131.csv,GZIP,DICTIONARY,0.2898351669311523,0.6580847263336181
data_131.csv,LZ4,PLAIN,0.080867314338684,0.6445125818252564
data_131.csv,LZ4,HUFFMAN,2.058790397644043,0.6868947982788086
data_131.csv,LZ4,RLE,0.1524670362472534,0.6603086709976196
data_131.csv,LZ4,DICTIONARY,0.0629947185516357,0.6322350025177002
data_131.csv,SNAPPY,PLAIN,0.0861446619033813,0.6544761180877685
data_131.csv,SNAPPY,HUFFMAN,2.040851736068725,0.6830372095108033
data_131.csv,SNAPPY,RLE,0.151063060760498,0.6582641363143921
data_131.csv,SNAPPY,DICTIONARY,0.0947104692459106,0.6440289735794067
data_40.csv,NONE,PLAIN,0.0976986646652221,0.5666476726531983
data_40.csv,NONE,HUFFMAN,1.815046310424805,0.6001658916473389
data_40.csv,NONE,RLE,0.1459147453308105,0.5906904935836792
data_40.csv,NONE,DICTIONARY,0.0865161180496215,0.5565214872360229
data_40.csv,GZIP,PLAIN,0.2663886785507202,0.5969314575195312
data_40.csv,GZIP,HUFFMAN,2.1248306751251222,0.6002943038940429
data_40.csv,GZIP,RLE,0.4261170148849487,0.606351900100708
data_40.csv,GZIP,DICTIONARY,0.2759156227111816,0.5913938283920288
data_40.csv,LZ4,PLAIN,0.0669009447097778,0.5690454244613647
data_40.csv,LZ4,HUFFMAN,1.8298768281936648,0.5834583520889283
data_40.csv,LZ4,RLE,0.1214267969131469,0.5896579027175903
data_40.csv,LZ4,DICTIONARY,0.0686403512954711,0.561158299446106
data_40.csv,SNAPPY,PLAIN,0.0831493854522705,0.5681115388870239
data_40.csv,SNAPPY,HUFFMAN,1.692915391921997,0.6204037189483642
data_40.csv,SNAPPY,RLE,0.1470125198364257,0.5848626375198365
data_40.csv,SNAPPY,DICTIONARY,0.0842068910598754,0.567929458618164
data_126.csv,NONE,PLAIN,0.0912735223770141,0.6345530033111573
data_126.csv,NONE,HUFFMAN,2.1268474817276,0.6611063957214356
data_126.csv,NONE,RLE,0.1541727781295776,0.6437552213668823
data_126.csv,NONE,DICTIONARY,0.0984606266021728,0.6179191589355468
data_126.csv,GZIP,PLAIN,0.2628978729248047,0.6475873470306397
data_126.csv,GZIP,HUFFMAN,2.2068167448043825,0.6575325965881348
data_126.csv,GZIP,RLE,0.4200800418853759,0.6670583486557007
data_126.csv,GZIP,DICTIONARY,0.276567792892456,0.6503162145614624
data_126.csv,LZ4,PLAIN,0.0682475805282592,0.612722635269165
data_126.csv,LZ4,HUFFMAN,1.8211237907409668,0.650820255279541
data_126.csv,LZ4,RLE,0.1317652463912964,0.6392438411712646
data_126.csv,LZ4,DICTIONARY,0.0705603122711181,0.6113581180572509
data_126.csv,SNAPPY,PLAIN,0.0959451913833618,0.6250672340393066
data_126.csv,SNAPPY,HUFFMAN,1.966421031951904,0.6719614505767822
data_126.csv,SNAPPY,RLE,0.145469331741333,0.6658313512802124
data_126.csv,SNAPPY,DICTIONARY,0.080702519416809,0.6225320816040039
data_27.csv,NONE,PLAIN,0.038414192199707,0.299741268157959
data_27.csv,NONE,HUFFMAN,0.1152841567993164,0.2728913784027099
data_27.csv,NONE,RLE,0.0440876007080078,0.2807368993759155
data_27.csv,NONE,DICTIONARY,0.0428282022476196,0.2968929290771484
data_27.csv,GZIP,PLAIN,0.046693205833435,0.3182792425155639
data_27.csv,GZIP,HUFFMAN,0.1148784875869751,0.2891352891921997
data_27.csv,GZIP,RLE,0.072161054611206,0.2881161212921143
data_27.csv,GZIP,DICTIONARY,0.0465145587921142,0.3105052947998047
data_27.csv,LZ4,PLAIN,0.0390347003936767,0.2960590600967407
data_27.csv,LZ4,HUFFMAN,0.1018756866455078,0.2769565105438232
data_27.csv,LZ4,RLE,0.0430829048156738,0.2816201210021972
data_27.csv,LZ4,DICTIONARY,0.043040657043457,0.3059771299362183
data_27.csv,SNAPPY,PLAIN,0.0398895502090454,0.3011523723602295
data_27.csv,SNAPPY,HUFFMAN,0.1094747543334961,0.2806724786758423
data_27.csv,SNAPPY,RLE,0.0412741422653198,0.2864849328994751
data_27.csv,SNAPPY,DICTIONARY,0.0391375541687011,0.313501763343811
data_97.csv,NONE,PLAIN,0.0894999265670776,0.5641176223754882
data_97.csv,NONE,HUFFMAN,1.98567533493042,0.6119478702545166
data_97.csv,NONE,RLE,0.1381231069564819,0.620534086227417
data_97.csv,NONE,DICTIONARY,0.0953650474548339,0.567586612701416
data_97.csv,GZIP,PLAIN,0.249606704711914,0.5906032085418701
data_97.csv,GZIP,HUFFMAN,2.1534018516540527,0.6288322448730469
data_97.csv,GZIP,RLE,0.390740180015564,0.6261919260025024
data_97.csv,GZIP,DICTIONARY,0.3082789897918701,0.6044929981231689
data_97.csv,LZ4,PLAIN,0.0846290111541748,0.5732311010360718
data_97.csv,LZ4,HUFFMAN,1.894438338279724,0.6166539430618286
data_97.csv,LZ4,RLE,0.1431043624877929,0.5950729370117187
data_97.csv,LZ4,DICTIONARY,0.0734369993209838,0.5830801963806153
data_97.csv,SNAPPY,PLAIN,0.0837169408798217,0.573371696472168
data_97.csv,SNAPPY,HUFFMAN,2.013659954071045,0.5990822315216064
data_97.csv,SNAPPY,RLE,0.1533712387084961,0.6092515468597413
data_97.csv,SNAPPY,DICTIONARY,0.0855385065078735,0.5611530303955078
data_119.csv,NONE,PLAIN,0.1075536489486694,0.5825220346450806
data_119.csv,NONE,HUFFMAN,2.048547458648682,0.6140138626098632
data_119.csv,NONE,RLE,0.1540455818176269,0.6024091243743896
data_119.csv,NONE,DICTIONARY,0.0903908729553222,0.5867895126342774
data_119.csv,GZIP,PLAIN,0.2848442077636718,0.6097743034362793
data_119.csv,GZIP,HUFFMAN,2.0275144577026367,0.6090191602706909
data_119.csv,GZIP,RLE,0.3910838603973389,0.6021627187728882
data_119.csv,GZIP,DICTIONARY,0.2768507003784179,0.5974856853485108
data_119.csv,LZ4,PLAIN,0.0759897708892822,0.5745430707931518
data_119.csv,LZ4,HUFFMAN,2.0691397905349733,0.613040566444397
data_119.csv,LZ4,RLE,0.1403391122817993,0.6040472030639649
data_119.csv,LZ4,DICTIONARY,0.0891249179840087,0.5560849905014038
data_119.csv,SNAPPY,PLAIN,0.0788426160812378,0.5764253854751586
data_119.csv,SNAPPY,HUFFMAN,1.7610916137695312,0.6027171611785889
data_119.csv,SNAPPY,RLE,0.1495772361755371,0.6002601623535156
data_119.csv,SNAPPY,DICTIONARY,0.0827758073806762,0.5644776105880738
data_31.csv,NONE,PLAIN,0.0464230775833129,0.2388046503067016
data_31.csv,NONE,HUFFMAN,0.0635484933853149,0.2394783973693847
data_31.csv,NONE,RLE,0.0515892028808593,0.2620133876800537
data_31.csv,NONE,DICTIONARY,0.0389065027236938,0.2394478559494018
data_31.csv,GZIP,PLAIN,0.0642623662948608,0.2564987659454346
data_31.csv,GZIP,HUFFMAN,0.0706217288970947,0.2422512292861938
data_31.csv,GZIP,RLE,0.0678128480911254,0.2435173511505127
data_31.csv,GZIP,DICTIONARY,0.0434549331665039,0.2425786256790161
data_31.csv,LZ4,PLAIN,0.0466424226760864,0.2523371696472168
data_31.csv,LZ4,HUFFMAN,0.0759557247161865,0.2496318340301513
data_31.csv,LZ4,RLE,0.0470648765563964,0.2432603359222412
data_31.csv,LZ4,DICTIONARY,0.0419603586196899,0.2406570196151733
data_31.csv,SNAPPY,PLAIN,0.051561164855957,0.2309638977050781
data_31.csv,SNAPPY,HUFFMAN,0.0739647388458251,0.2377507448196411
data_31.csv,SNAPPY,RLE,0.0494578599929809,0.2327923059463501
data_31.csv,SNAPPY,DICTIONARY,0.0425751686096191,0.241037368774414
data_26.csv,NONE,PLAIN,0.0411631345748901,0.2499459266662597
data_26.csv,NONE,HUFFMAN,0.0815375804901123,0.2506124258041382
data_26.csv,NONE,RLE,0.0497323274612426,0.248750352859497
data_26.csv,NONE,DICTIONARY,0.0412875175476074,0.256114649772644
data_26.csv,GZIP,PLAIN,0.0509395360946655,0.2713932752609252
data_26.csv,GZIP,HUFFMAN,0.0890395879745483,0.2678667783737182
data_26.csv,GZIP,RLE,0.0800797700881958,0.2563931465148926
data_26.csv,GZIP,DICTIONARY,0.0476907730102539,0.2542932033538818
data_26.csv,LZ4,PLAIN,0.0399099588394165,0.2699197769165039
data_26.csv,LZ4,HUFFMAN,0.0768628597259521,0.2641529560089111
data_26.csv,LZ4,RLE,0.0496874332427978,0.2698442220687866
data_26.csv,LZ4,DICTIONARY,0.0419378042221069,0.2665198564529419
data_26.csv,SNAPPY,PLAIN,0.0382293701171875,0.2582531213760376
data_26.csv,SNAPPY,HUFFMAN,0.0892920017242431,0.2728014707565308
data_26.csv,SNAPPY,RLE,0.0448648452758789,0.2649232387542725
data_26.csv,SNAPPY,DICTIONARY,0.0397763013839721,0.2637147426605224
data_85.csv,NONE,PLAIN,0.1338979482650756,0.5625257730484009
data_85.csv,NONE,HUFFMAN,2.0271374940872198,0.6047709465026856
data_85.csv,NONE,RLE,0.1661396026611328,0.6015570402145386
data_85.csv,NONE,DICTIONARY,0.0828946828842163,0.5503030776977539
data_85.csv,GZIP,PLAIN,0.2735490322113037,0.5573650360107422
data_85.csv,GZIP,HUFFMAN,1.978215217590332,0.6002336978912354
data_85.csv,GZIP,RLE,0.4022078037261963,0.6018204927444458
data_85.csv,GZIP,DICTIONARY,0.2545912981033325,0.579539680480957
data_85.csv,LZ4,PLAIN,0.0708424091339111,0.5641534328460693
data_85.csv,LZ4,HUFFMAN,2.007218098640442,0.5990362405776978
data_85.csv,LZ4,RLE,0.1369370222091674,0.6018306493759156
data_85.csv,LZ4,DICTIONARY,0.0781173229217529,0.5894627094268798
data_85.csv,SNAPPY,PLAIN,0.0878683805465698,0.5726498365402222
data_85.csv,SNAPPY,HUFFMAN,2.070814061164856,0.6091608047485352
data_85.csv,SNAPPY,RLE,0.155939507484436,0.5936613559722901
data_85.csv,SNAPPY,DICTIONARY,0.0824971437454223,0.557611608505249
data_54.csv,NONE,PLAIN,0.1007948398590087,0.6320300817489624
data_54.csv,NONE,HUFFMAN,2.2613622188568114,0.6715774536132812
data_54.csv,NONE,RLE,0.1601623296737671,0.6765426158905029
data_54.csv,NONE,DICTIONARY,0.1023654699325561,0.6727423906326294
data_54.csv,GZIP,PLAIN,0.3172065496444702,0.6638208389282226
data_54.csv,GZIP,HUFFMAN,2.266439700126648,0.6819950819015503
data_54.csv,GZIP,RLE,0.4380826234817505,0.6404765844345093
data_54.csv,GZIP,DICTIONARY,0.3052895784378052,0.6625335693359375
data_54.csv,LZ4,PLAIN,0.068559193611145,0.6434352159500122
data_54.csv,LZ4,HUFFMAN,2.316738152503967,0.6627447366714477
data_54.csv,LZ4,RLE,0.1393914461135864,0.6869146347045898
data_54.csv,LZ4,DICTIONARY,0.077050232887268,0.6421451091766357
data_54.csv,SNAPPY,PLAIN,0.0871248245239257,0.6378143548965454
data_54.csv,SNAPPY,HUFFMAN,2.1257970333099365,0.6667500495910644
data_54.csv,SNAPPY,RLE,0.1641782999038696,0.6864325046539307
data_54.csv,SNAPPY,DICTIONARY,0.0845828294754028,0.6250407934188843
data_73.csv,NONE,PLAIN,0.0940482139587402,0.6292037010192871
data_73.csv,NONE,HUFFMAN,2.169439911842346,0.6474746704101563
data_73.csv,NONE,RLE,0.1538461446762085,0.650846290588379
data_73.csv,NONE,DICTIONARY,0.0871900081634521,0.6230791807174683
data_73.csv,GZIP,PLAIN,0.3084829092025757,0.6428052902221679
data_73.csv,GZIP,HUFFMAN,2.317627263069153,0.6526190042495728
data_73.csv,GZIP,RLE,0.4201508283615112,0.6563008069992066
data_73.csv,GZIP,DICTIONARY,0.2762022733688354,0.6620181798934937
data_73.csv,LZ4,PLAIN,0.0704306125640869,0.6096640825271606
data_73.csv,LZ4,HUFFMAN,2.027648663520813,0.6598483562469483
data_73.csv,LZ4,RLE,0.1314739465713501,0.6650993824005127
data_73.csv,LZ4,DICTIONARY,0.0808843612670898,0.6120176792144776
data_73.csv,SNAPPY,PLAIN,0.0799372911453247,0.6063845872879028
data_73.csv,SNAPPY,HUFFMAN,2.027336287498474,0.648613452911377
data_73.csv,SNAPPY,RLE,0.1605115413665771,0.6271740913391113
data_73.csv,SNAPPY,DICTIONARY,0.0830940961837768,0.6182240962982177
data_45.csv,NONE,PLAIN,0.0901012897491455,0.554283881187439
data_45.csv,NONE,HUFFMAN,2.005280613899231,0.6037824392318726
data_45.csv,NONE,RLE,0.1329953193664551,0.6155947208404541
data_45.csv,NONE,DICTIONARY,0.1089094638824463,0.5553789854049682
data_45.csv,GZIP,PLAIN,0.3081062078475952,0.5981610298156739
data_45.csv,GZIP,HUFFMAN,2.1488527774810797,0.5884325265884399
data_45.csv,GZIP,RLE,0.3927801370620727,0.6159990072250366
data_45.csv,GZIP,DICTIONARY,0.2854125738143921,0.6383009433746338
data_45.csv,LZ4,PLAIN,0.0707661867141723,0.5708415031433105
data_45.csv,LZ4,HUFFMAN,1.8700143814086916,0.62294499874115
data_45.csv,LZ4,RLE,0.1388798713684082,0.590459656715393
data_45.csv,LZ4,DICTIONARY,0.070435094833374,0.6131985664367676
data_45.csv,SNAPPY,PLAIN,0.0774847507476806,0.5752653121948242
data_45.csv,SNAPPY,HUFFMAN,1.8993873119354248,0.6076493740081788
data_45.csv,SNAPPY,RLE,0.1381888151168823,0.6155653953552246
